,A,B,C,D,E,F,G,H,I
v1110,0.7,0.3,0.1,0.5,0.0,0.1,0.3,0.4,0.7
v1111,1.0,0.1,0.1,0.8,0.0,0.1,0.0,0.4,0.3
v1112,0.5,0.5,,0.2,0.5,,0.7,0.3,0.0
v1113,0.0,0.6,0.8,0.2,0.6,0.9,0.6,0.4,0.3
v1114,0.7,0.9,0.8,0.4,0.5,0.7,0.5,0.2,0.7
v1115,0.8,0.1,0.5,0.8,0.1,0.3,0.2,0.2,0.0
v1116,0.3,0.5,0.4,0.0,0.9,0.7,0.7,0.0,0.0
v1117,0.0,0.8,,0.0,1.0,0.3,0.8,0.0,0.0
v1118,1.0,0.7,0.5,0.8,0.1,0.7,0.4,0.5,0.7
v1119,0.8,,0.6,,0.1,0.3,,0.6,0.9
v1120,0.5,0.7,0.8,0.0,0.0,1.0,0.0,0.0,0.0
v1121,0.5,0.2,0.0,0.8,0.0,0.0,0.2,0.9,0.6
v1122,0.5,0.2,0.1,0.8,0.0,0.1,0.2,0.9,0.5
v1123,0.3,0.7,0.0,0.5,0.0,0.5,0.3,0.9,0.8
v1124,0.5,0.5,0.5,0.4,0.5,0.5,0.5,0.4,0.0
v1125,0.9,0.3,0.3,0.8,0.0,0.2,0.3,0.1,0.3
v1126,1.0,0.7,0.2,0.7,0.1,0.4,0.5,0.1,0.0
v1127,1.0,0.4,,,,,0.7,,
v1128,1.0,0.1,0.2,0.5,0.0,,0.2,,0.5
v1129,0.5,0.4,0.0,0.6,0.0,0.3,0.2,0.0,0.0
v1130,0.6,0.4,0.7,0.2,0.0,0.0,0.5,0.0,0.7
v1131,0.8,0.5,0.3,0.5,0.0,0.0,0.6,0.2,0.8
v1132,0.5,0.6,0.5,0.5,0.8,0.7,0.7,0.0,0.0
v1133,0.6,0.7,0.5,0.4,0.2,0.5,0.6,0.1,0.6
v1134,0.6,0.1,0.3,0.7,0.0,0.0,0.2,1.0,0.5
v1135,0.5,0.2,0.0,1.0,0.0,0.0,0.4,0.1,0.0
v1136,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
v1137,0.6,0.6,0.2,0.0,1.0,0.0,0.0,0.0,0.0
v1138,1.0,0.4,0.3,0.9,0.7,0.2,0.7,0.1,0.7
v1139,0.5,1.0,0.3,0.5,1.0,0.5,0.5,0.0,0.0
v1140,0.3,0.7,0.9,0.1,1.0,0.8,0.8,0.0,0.3
v1141,0.5,0.8,0.9,0.0,0.8,0.8,0.8,0.0,0.0
v1142,1.0,0.0,0.9,1.0,0.2,0.1,0.4,0.0,0.0
v1143,1.0,0.1,0.3,0.9,0.0,0.0,0.0,0.8,0.0
v1144,0.5,1.0,0.7,0.6,0.0,0.5,0.7,0.3,0.4
v1145,0.8,0.8,0.7,0.9,0.3,0.5,0.5,0.6,0.8
v1146,0.9,0.0,0.0,0.9,0.0,0.0,0.0,0.8,0.5
v1147,0.7,0.9,1.0,0.5,0.5,0.8,0.8,0.0,0.6
v1148,0.3,0.4,0.9,0.1,0.6,0.6,0.2,0.1,0.2
v1149,0.8,,0.3,0.5,,0.1,0.3,,0.3
v1150,0.9,0.5,0.2,0.9,0.0,0.5,0.7,0.7,0.5
v1151,0.4,0.8,0.7,0.2,0.3,1.0,0.8,0.0,0.5
v1152,0.2,0.2,0.3,0.8,0.0,0.2,0.1,0.4,0.4
v1153,0.1,0.9,0.8,0.1,0.4,1.0,0.6,0.1,0.1
v1154,0.2,0.7,0.3,0.1,0.6,0.7,0.7,0.0,0.0
v1155,0.3,0.1,0.1,0.7,0.0,0.0,0.2,0.8,0.6
v1156,0.3,0.6,0.5,0.0,0.7,0.8,0.5,0.1,0.1
v1157,0.8,0.4,0.5,1.0,0.1,0.3,0.2,0.9,0.4
v1158,0.2,0.8,0.8,0.0,0.3,1.0,0.7,0.1,0.0
v1159,0.2,0.8,0.8,0.2,0.0,0.7,0.7,0.3,0.2
v1160,0.0,0.8,0.4,0.0,0.9,0.8,0.8,0.0,0.2
v1161,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
v1162,0.7,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0
v1163,0.7,0.3,0.9,0.6,0.3,0.4,0.9,0.2,0.6
v1164,0.5,0.3,0.9,0.0,0.0,0.0,0.5,0.0,0.0
v1165,0.8,0.2,0.3,0.8,0.0,0.1,0.2,0.7,0.4
v1166,0.7,0.1,0.3,0.8,0.0,0.1,0.3,0.8,0.7
v1167,0.2,0.2,0.5,0.3,0.0,0.8,0.2,0.0,0.2
v1168,0.1,1.0,0.6,0.1,0.1,0.9,0.8,0.0,0.0
v1169,0.3,0.8,0.8,0.2,0.8,0.8,0.9,0.0,0.2
v1170,0.0,0.8,1.0,0.4,0.8,1.0,0.8,0.2,0.0
v1171,0.4,0.8,0.5,0.0,0.5,0.5,0.6,0.0,0.4
v1172,0.5,0.8,,0.4,,0.5,0.7,0.1,0.7
v1173,0.5,0.5,0.5,0.3,1.0,0.7,0.5,0.0,0.0
v1174,1.0,0.2,0.0,0.8,0.1,0.2,0.3,0.4,0.3
v1175,0.6,0.1,0.0,0.8,0.0,0.0,0.1,1.0,0.5
v1176,0.2,1.0,0.5,0.1,0.2,0.5,0.6,0.1,0.2
v1177,0.6,0.1,0.5,0.7,1.0,0.7,0.0,0.5,0.0
v1178,0.5,0.9,0.8,0.3,0.8,0.8,0.8,0.1,0.4
v1179,0.8,0.5,0.4,0.7,0.0,0.4,0.6,0.2,0.7
v1180,0.5,0.4,0.4,0.9,0.0,0.3,0.3,0.4,0.7
v1181,0.6,1.0,0.8,0.1,0.8,,0.6,0.0,0.2
v1182,0.9,0.3,0.3,0.8,0.1,0.2,0.4,0.4,0.4
v1183,0.1,0.9,0.7,0.0,1.0,0.9,0.7,0.0,0.0
v1184,0.0,0.5,0.0,0.2,0.1,1.0,0.2,0.0,0.0
v1185,0.8,,,,,,,,
v1186,0.6,0.0,0.8,0.0,0.5,0.0,0.4,0.0,0.0
v1187,0.2,1.0,0.5,0.2,0.8,0.1,0.5,,0.2
v1188,1.0,0.2,,0.4,,,0.2,0.2,0.3
v1189,0.9,0.1,0.2,0.8,0.0,0.0,0.0,0.8,0.2
v1190,0.4,0.3,0.4,0.0,0.8,0.4,0.3,0.0,
v1191,0.5,0.1,0.3,0.5,0.0,0.5,0.0,0.5,0.5
v1192,0.2,0.6,0.0,0.3,0.0,0.0,0.5,0.0,0.3
v1193,0.8,,0.1,0.9,0.0,,0.1,1.0,0.1
v1194,0.8,0.2,0.5,0.6,0.0,0.0,0.5,0.3,0.8
v1195,0.4,0.1,0.1,0.9,0.0,0.0,0.2,0.8,0.3
v1196,0.5,0.5,0.5,0.4,0.0,0.5,0.5,1.0,0.9
v1197,0.2,1.0,0.8,0.2,0.4,0.8,0.6,0.0,0.4
v1198,0.5,0.7,0.8,0.2,0.0,0.5,0.7,0.0,0.1
v1199,1.0,0.3,0.3,1.0,0.0,0.0,0.0,0.8,0.6
v1200,0.8,0.0,0.0,0.6,0.0,0.0,0.0,0.6,0.0
v1201,1.0,0.7,0.5,0.7,0.0,0.5,0.4,0.3,0.4
v1202,0.6,0.4,,0.6,,,0.4,0.0,0.0
v1203,1.0,0.4,0.4,0.9,0.0,0.2,0.4,0.7,0.6
v1204,0.7,0.6,0.4,0.9,0.0,0.1,0.7,0.8,0.7
v1205,0.8,0.4,0.5,0.5,0.3,0.3,0.2,0.0,0.0
v1206,0.7,0.9,0.9,0.7,0.0,,0.8,0.3,0.5
v1207,0.4,0.5,0.3,0.1,1.0,0.4,0.6,0.0,0.1
v1208,0.7,0.2,0.1,,0.0,0.2,0.2,0.3,0.2
v1209,0.7,0.3,0.4,0.7,0.0,0.1,0.4,0.7,0.9
v1210,0.2,0.5,0.6,0.1,0.1,1.0,0.4,0.0,0.3
v1211,1.0,0.0,0.0,0.8,0.0,0.0,0.1,0.7,0.1
v1212,0.7,0.6,1.0,0.9,0.0,0.6,0.2,0.0,0.2
v1213,0.9,0.7,,0.6,,,0.6,0.0,0.1
v1214,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v1215,0.8,,,,,,,,0.8
v1216,0.6,0.1,0.5,0.8,0.0,0.0,0.3,1.0,0.0
v1217,0.7,,,,,,,,
v1218,0.7,0.4,0.6,0.3,0.0,0.5,0.2,0.5,0.9
v1219,0.6,1.0,0.4,0.3,0.0,1.0,0.4,0.3,0.9
v1220,0.5,0.5,0.0,0.5,0.8,0.5,0.3,0.0,0.0
v1221,0.5,1.0,0.9,0.0,0.7,0.9,0.9,0.0,0.0
v1222,1.0,0.7,0.5,0.9,0.4,0.2,0.5,0.3,0.6
v1223,0.5,0.5,0.4,,0.8,0.4,,,
v1224,0.7,0.4,0.4,0.4,0.0,0.4,0.4,0.2,0.3
v1225,0.6,0.0,0.2,0.9,0.0,0.0,0.1,0.8,0.5
v1226,0.6,0.4,0.0,0.6,0.0,0.0,0.2,0.2,0.2
v1227,0.2,0.8,0.7,0.2,0.4,0.7,0.8,0.0,0.2
v1228,0.6,0.2,,,,0.2,0.8,0.6,
v1229,,,0.8,,,,0.8,,0.8
v1230,0.9,0.4,0.4,0.4,0.4,0.4,0.7,0.4,0.7
v1231,1.0,,,,,,,,
v1232,1.0,0.4,0.4,0.6,0.2,0.0,0.3,0.5,0.5
v1233,0.9,0.4,0.0,0.5,0.0,0.1,0.2,0.7,0.3
v1234,0.3,0.7,,0.3,0.7,0.7,0.5,0.3,0.1
v1235,0.7,0.4,0.7,0.6,0.2,0.4,0.8,0.1,0.7
v1236,1.0,0.6,0.6,0.8,0.0,0.2,0.1,0.6,0.8
v1237,0.7,0.3,0.2,0.4,0.0,0.0,0.4,0.0,0.9
v1238,0.3,1.0,1.0,0.0,0.3,0.7,0.8,0.0,0.5
v1239,0.7,0.8,0.6,0.3,0.8,0.6,1.0,0.2,0.4
v1240,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.2
v1241,0.7,0.0,0.1,0.8,0.0,0.0,0.3,0.8,0.3
v1242,0.5,0.0,0.0,0.6,0.0,0.0,0.3,0.7,0.5
v1243,,,,,0.0,,,,
v1244,0.8,0.1,0.3,1.0,0.1,0.1,0.4,0.8,0.7
v1245,0.3,0.9,0.8,0.5,0.8,0.8,0.5,0.2,0.5
v1246,0.9,0.1,0.8,0.8,0.1,0.2,0.4,0.1,0.1
v1247,0.6,0.1,0.0,0.6,0.0,0.0,0.1,0.9,0.4
v1248,0.3,0.8,0.8,0.2,0.5,1.0,0.8,0.1,0.4
v1249,0.3,0.6,0.5,0.3,0.0,0.2,0.9,0.0,0.0
v1250,0.5,,0.8,,,,,,
v1251,0.7,0.3,0.3,0.7,0.0,0.4,0.2,0.0,0.7
v1252,1.0,0.0,0.6,1.0,0.0,0.0,0.3,0.8,0.9
v1253,0.0,0.6,0.5,0.4,1.0,0.7,0.4,0.0,0.4
v1254,0.0,0.3,0.1,0.9,0.0,0.0,0.0,0.8,0.1
v1255,0.9,0.2,0.2,0.7,0.0,0.1,0.3,0.5,0.3
v1256,1.0,0.2,0.6,0.9,0.4,0.5,0.3,0.3,0.5
v1257,0.6,0.5,0.5,0.1,0.6,0.6,0.8,0.1,0.1
v1258,0.6,0.8,0.0,1.0,0.0,0.7,0.3,0.4,0.8
v1259,0.8,0.5,0.8,0.2,0.1,0.5,0.4,0.3,0.8
v1260,1.0,0.0,0.2,0.4,0.0,0.1,0.2,0.0,0.0
v1261,0.5,0.5,0.7,0.2,0.1,0.3,0.4,0.2,0.3
v1262,0.3,,,0.0,,,0.4,0.0,0.2
v1263,0.9,0.6,0.6,0.8,0.0,0.1,0.5,0.5,0.5
v1264,0.8,0.3,0.4,0.7,0.0,0.2,0.2,0.6,0.6
v1265,0.0,0.5,0.3,0.0,0.6,0.3,0.5,0.0,0.0
v1266,0.3,0.6,0.7,0.7,0.2,0.9,0.7,0.0,0.2
v1267,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.8
v1268,0.7,0.9,0.8,0.4,0.2,0.7,0.9,0.2,0.8
v1269,1.0,0.4,0.5,0.4,0.0,0.0,0.4,0.1,0.2
v1270,0.3,0.2,0.0,0.6,0.0,0.0,0.1,0.9,0.3
v1271,0.7,0.5,,0.8,0.0,0.3,0.5,0.7,0.8
v1272,0.6,0.7,0.0,0.3,0.2,0.4,0.4,0.0,0.3
v1273,0.7,0.0,0.3,0.7,0.0,0.0,0.1,0.8,0.4
v1274,0.9,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.9
v1275,0.8,0.1,0.0,0.9,0.0,0.1,0.2,0.9,0.3
v1276,0.5,0.0,0.0,0.6,0.0,0.0,0.0,0.7,0.2
v1277,,,,0.0,,0.0,,0.0,0.0
v1278,0.5,,,,,,,,
v1279,0.3,0.5,0.5,0.1,0.7,0.8,0.9,0.0,0.1
v1280,0.6,0.8,0.6,0.2,0.6,0.3,0.7,0.1,0.6
v1281,0.6,0.3,0.1,1.0,0.0,0.0,0.4,0.9,0.6
v1282,0.5,0.7,0.9,0.2,0.3,0.7,0.5,0.1,0.4
v1283,0.0,0.2,0.0,0.0,0.0,0.3,0.3,1.0,0.6
v1284,0.6,0.6,,,,,,,
v1285,0.5,0.5,0.6,,0.6,0.7,,0.5,0.4
v1286,1.0,0.0,0.0,0.9,0.0,0.0,0.0,0.8,0.4
v1287,0.0,0.7,0.2,0.6,0.9,0.9,0.9,0.7,0.7
v1288,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5
v1289,1.0,0.0,0.3,0.7,0.0,0.0,0.2,0.6,0.2
v1290,0.8,0.5,0.5,0.5,0.0,0.0,0.5,0.4,0.6
v1291,0.3,0.3,0.6,0.1,0.2,0.9,1.0,0.0,0.4
v1292,0.6,0.8,0.8,0.4,0.5,0.9,0.6,0.0,0.4
v1293,0.5,0.1,0.4,0.1,0.4,0.3,0.2,0.0,0.2
v1294,0.8,0.4,0.4,0.6,0.3,0.4,0.3,0.4,1.0
v1295,0.7,0.5,0.6,0.6,0.0,0.3,0.4,0.5,0.8
v1296,1.0,1.0,0.2,1.0,0.5,1.0,1.0,1.0,1.0
v1297,0.9,0.3,0.2,0.6,0.2,0.3,0.4,0.2,0.7
v1298,0.0,0.0,0.0,0.2,1.0,1.0,1.0,,0.2
v1299,1.0,0.5,0.1,0.8,0.0,0.0,0.5,0.5,0.7
v1300,0.8,0.3,0.3,0.7,0.1,0.0,0.4,0.3,0.5
v1301,0.0,1.0,0.6,0.0,1.0,1.0,0.7,0.0,0.0
v1302,0.5,0.5,0.9,0.6,0.1,0.3,0.4,0.1,0.5
v1303,0.9,0.3,0.7,0.6,0.7,0.3,0.7,0.3,0.6
v1304,0.8,0.1,0.2,0.6,0.1,0.0,0.2,0.0,0.2
v1305,1.0,0.4,0.2,0.2,0.5,0.3,0.4,0.3,0.5
v1306,0.9,0.5,0.6,0.9,0.6,0.6,0.5,0.5,0.9
v1307,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.2
v1308,0.8,0.1,0.2,0.4,0.1,0.1,0.8,0.2,0.3
v1309,0.9,0.3,0.4,0.6,0.0,0.0,0.2,0.3,0.0
v1310,0.6,0.7,0.4,0.6,0.1,0.3,0.5,0.6,0.7
v1311,0.9,0.4,0.1,0.4,0.0,0.1,0.3,0.2,0.2
v1312,0.3,0.9,1.0,0.2,0.1,0.7,0.9,0.0,0.8
v1313,0.3,0.4,0.6,0.5,0.0,0.0,0.8,0.0,0.5
v1314,0.6,0.1,0.5,0.9,0.0,0.9,0.3,0.9,0.8
v1315,0.7,0.3,0.3,0.8,0.2,0.3,0.5,0.7,0.6
v1316,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.9,0.3
v1317,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
v1318,0.7,0.6,0.8,0.7,0.8,,,,0.7
v1319,0.8,0.4,0.6,1.0,0.0,0.0,0.3,0.9,0.5
v1320,0.8,0.6,0.1,0.6,0.0,0.2,0.3,0.2,0.6
v1321,0.7,0.3,,0.3,0.9,0.8,0.7,0.1,
v1322,0.2,0.9,1.0,0.0,0.9,0.8,0.8,0.0,0.3
v1323,0.9,0.2,0.2,0.9,0.0,0.2,0.4,0.9,0.5
v1324,0.5,0.7,0.8,0.5,0.9,0.8,0.2,0.1,0.3
v1325,0.8,0.3,0.3,1.0,0.1,0.0,0.4,0.7,0.8
v1326,0.6,0.8,0.8,0.1,0.6,0.8,0.7,0.0,0.4
v1327,0.7,0.2,0.9,0.4,0.0,0.4,0.6,0.0,0.4
v1328,0.5,0.2,0.3,0.7,0.0,0.2,0.0,0.8,0.6
v1329,1.0,0.8,0.2,1.0,0.0,0.2,0.1,1.0,0.2
v1330,0.8,0.6,0.8,0.3,0.0,0.5,0.5,0.1,0.7
v1331,1.0,0.5,,0.7,0.0,,0.1,0.2,0.4
v1332,0.9,0.3,0.5,0.9,0.0,0.2,0.2,0.9,0.2
v1333,0.5,0.6,0.9,0.1,0.0,0.3,0.6,0.1,0.3
v1334,0.8,0.5,0.4,0.2,0.5,0.1,0.5,0.2,0.1
v1335,0.7,0.5,0.2,1.0,0.0,0.2,0.2,0.5,0.3
v1336,0.6,0.9,1.0,0.3,0.4,0.8,0.7,0.1,0.6
v1337,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8,0.2
v1338,0.8,0.8,0.5,0.4,0.3,0.4,0.5,0.6,0.7
v1339,0.6,0.2,,1.0,0.0,0.0,0.2,0.9,0.5
v1340,0.9,0.8,0.7,1.0,0.0,0.5,0.0,0.5,0.3
v1341,0.5,0.2,0.4,0.7,0.0,0.4,0.2,0.6,0.9
v1342,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
v1343,0.8,0.3,0.2,0.4,0.2,0.5,0.5,0.2,0.7
v1344,0.9,0.2,0.7,1.0,0.0,0.0,0.0,0.9,0.3
v1345,0.8,0.7,0.7,0.1,0.9,0.1,0.5,0.1,0.2
v1346,0.0,0.1,0.0,0.0,0.0,0.8,0.1,0.0,0.0
v1347,1.0,0.1,0.1,0.6,0.1,0.1,0.1,0.1,0.1
v1348,1.0,0.0,0.3,0.9,0.0,0.0,0.0,0.0,0.0
v1349,0.9,0.5,0.6,0.8,0.4,0.5,0.2,0.6,0.2
v1350,0.4,0.2,0.2,0.7,0.0,0.0,0.2,0.9,0.5
v1351,0.9,0.7,0.7,0.8,0.1,0.3,0.4,0.1,0.4
v1352,0.6,0.4,,0.8,,0.1,0.3,0.7,0.7
v1353,1.0,0.1,0.1,0.5,0.0,0.0,0.2,0.4,0.2
v1354,0.0,0.7,0.5,0.2,0.7,1.0,0.0,0.0,0.0
v1355,0.9,0.1,0.0,0.9,0.0,0.0,0.1,0.4,0.1
v1356,0.0,0.7,1.0,0.1,0.8,0.8,1.0,0.0,0.0
v1357,1.0,0.0,0.0,0.5,0.5,0.1,0.0,0.4,0.0
v1358,0.3,0.6,0.4,0.1,0.5,0.8,0.3,0.2,0.2
v1359,0.7,0.5,,0.5,,0.3,0.5,0.5,0.3
v1360,0.0,0.7,0.6,0.6,0.0,0.6,0.3,0.3,0.2
v1361,0.9,0.0,0.0,0.9,0.0,0.0,0.0,0.5,0.0
v1362,0.3,0.1,0.0,0.5,0.0,0.2,0.0,0.6,0.2
v1363,0.2,0.1,,0.1,,0.4,0.6,0.0,0.1
v1364,0.5,0.7,0.7,0.3,0.5,0.4,0.6,0.2,0.3
v1365,0.5,0.8,0.8,0.6,0.0,0.2,0.3,0.0,0.4
v1366,0.5,0.6,0.5,0.4,0.5,0.5,0.5,0.1,0.3
v1367,1.0,0.6,0.1,0.0,0.1,0.0,0.0,0.0,0.0
v1368,0.0,0.5,0.3,0.0,0.0,0.8,0.5,0.0,0.0
v1369,0.5,0.0,0.0,0.8,0.0,0.0,0.0,0.3,0.0
v1370,0.6,0.6,1.0,0.7,0.4,0.7,0.7,0.0,0.0
v1371,0.6,0.6,0.6,0.5,0.4,0.4,0.6,0.5,0.4
v1372,0.1,0.8,0.5,0.0,1.0,0.0,0.8,0.0,0.0
v1373,1.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.5
v1374,0.0,0.9,1.0,0.0,0.9,0.9,0.6,0.0,0.0
v1375,0.0,0.3,0.0,0.0,0.6,0.7,0.5,0.0,0.0
v1376,1.0,0.5,0.7,0.6,0.0,0.4,0.6,0.3,0.6
v1377,0.8,0.6,0.4,0.5,0.0,0.4,0.6,0.3,0.6
v1378,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
v1379,0.2,0.6,,0.3,,0.8,0.5,,0.5
v1380,0.6,0.8,0.7,0.7,0.3,0.5,0.7,0.2,0.3
v1381,0.5,0.5,,0.5,0.0,0.8,0.5,0.0,
v1382,,,,,,0.7,,0.7,
v1383,0.2,0.6,0.8,0.4,0.5,1.0,0.5,0.0,0.4
v1384,1.0,0.3,0.3,1.0,0.0,0.3,0.6,0.8,0.7
v1385,0.0,0.5,0.5,0.0,0.0,0.8,0.5,0.0,0.0
v1386,0.3,0.1,0.6,0.2,0.9,0.2,0.7,0.1,0.0
v1387,0.5,0.2,0.2,0.7,0.0,0.0,0.2,0.6,0.5
v1388,0.4,0.2,0.2,0.9,0.0,0.2,0.2,0.9,0.6
v1389,0.9,0.6,0.0,0.8,0.0,0.0,0.0,0.6,0.0
v1390,0.7,0.1,0.0,0.6,0.0,0.4,0.2,0.6,1.0
v1391,0.5,0.3,0.0,0.7,0.0,0.0,0.4,0.1,0.5
v1392,0.9,0.3,0.3,0.5,0.1,0.4,0.3,0.3,0.3
v1393,0.1,0.0,0.5,0.1,0.7,0.4,0.3,0.0,0.0
v1394,0.3,0.3,0.5,0.4,0.8,0.4,0.3,0.0,0.3
v1395,0.3,0.1,0.3,0.8,0.0,0.0,0.1,0.8,0.3
v1396,0.8,0.6,0.5,0.8,0.5,0.5,0.5,0.7,0.3
v1397,0.0,0.3,0.0,0.8,1.0,1.0,0.3,0.3,0.0
v1398,1.0,,,1.0,,,,,
v1399,0.2,0.8,1.0,0.5,0.0,0.9,0.2,0.5,0.8
v1400,0.0,0.5,0.4,0.0,0.5,0.0,0.4,0.0,0.0
v1401,0.8,0.2,0.5,0.8,0.0,0.4,0.2,0.5,0.8
v1402,0.5,0.9,0.8,0.3,0.8,0.8,0.9,0.0,0.2
v1403,1.0,0.0,0.7,1.0,0.0,0.0,0.0,0.8,0.0
v1404,0.4,0.4,0.9,1.0,0.0,0.2,0.4,0.0,0.5
v1405,0.4,1.0,1.0,0.0,0.1,0.3,0.6,0.0,0.0
v1406,0.8,0.2,0.0,0.8,0.0,0.0,0.2,0.6,0.4
v1407,0.8,0.1,0.1,0.3,0.5,0.3,0.3,0.0,0.0
v1408,0.5,0.3,0.3,0.7,0.0,0.3,0.3,0.4,0.3
v1409,1.0,0.0,0.0,0.5,0.0,0.3,0.0,0.0,0.0
v1410,0.6,0.9,0.8,0.6,0.8,0.8,0.7,0.5,0.6
v1411,0.7,0.1,0.3,0.1,0.3,0.2,0.1,0.1,0.1
v1412,0.5,0.4,,0.6,0.0,0.2,0.4,0.8,0.6
v1413,0.1,1.0,0.6,0.0,1.0,0.7,0.7,0.0,0.1
v1414,0.6,0.1,0.7,0.8,0.1,0.1,0.2,0.7,0.8
v1415,0.9,0.2,0.5,0.8,0.1,0.2,0.5,0.7,0.8
v1416,0.5,0.8,0.4,0.4,0.4,0.5,0.5,0.3,0.5
v1417,0.6,0.2,0.3,0.7,0.0,0.3,,0.8,0.3
v1418,0.8,0.1,0.7,0.9,0.1,0.9,0.2,0.6,0.3
v1419,0.0,0.1,0.0,0.0,,0.2,0.2,0.0,0.0
v1420,0.2,0.7,1.0,0.5,0.1,0.9,0.8,0.1,0.3
v1421,0.7,0.5,0.2,0.7,0.0,0.7,0.5,0.5,0.9
v1422,0.8,0.8,0.5,0.8,0.5,0.2,0.5,0.2,0.6
v1423,0.5,0.8,0.5,0.2,0.5,0.8,0.9,0.0,0.3
v1424,0.0,0.6,0.9,0.0,0.9,1.0,0.7,0.0,0.4
v1425,0.7,0.7,,0.8,,0.0,,0.6,0.6
v1426,0.1,0.1,0.3,0.7,0.0,0.1,0.0,0.5,0.0
v1427,0.6,0.2,0.1,0.7,0.0,0.0,0.4,0.7,0.7
v1428,0.9,0.5,0.7,0.8,0.3,0.3,0.7,0.5,0.8
v1429,0.8,0.1,0.3,0.3,0.2,0.3,0.4,0.2,0.5
v1430,0.7,0.2,0.0,0.6,0.0,0.0,0.2,0.2,0.5
v1431,0.2,0.6,0.6,0.0,0.6,0.4,0.8,0.0,0.0
v1432,1.0,0.3,0.4,0.8,0.2,0.3,0.2,0.4,0.4
v1433,0.7,0.1,0.1,0.7,0.0,0.1,0.1,0.7,0.5
v1434,0.8,0.8,0.8,0.8,0.4,0.6,0.5,0.6,0.6
v1435,0.6,0.8,0.4,0.2,0.8,0.5,0.9,0.1,0.7
v1436,0.8,0.4,0.4,0.6,0.1,0.3,0.4,0.7,0.5
v1437,0.2,0.7,0.8,0.2,0.2,0.4,0.9,0.0,0.1
v1438,0.3,0.2,0.5,0.9,0.0,0.1,0.3,0.8,0.7
v1439,0.8,0.1,,0.7,,,0.5,1.0,0.5
v1440,0.3,0.8,0.4,0.3,0.0,0.9,0.5,0.0,0.4
v1441,0.5,0.8,0.8,0.7,0.0,0.7,0.6,0.0,0.7
v1442,0.8,0.5,0.7,0.7,0.7,0.7,0.7,0.0,0.5
v1443,0.0,1.0,0.0,0.0,1.0,0.0,0.4,0.0,0.0
v1444,1.0,0.0,0.3,0.0,0.4,,0.0,0.0,0.0
v1445,0.8,0.5,0.7,0.9,0.0,0.0,0.4,0.7,0.5
v1446,0.6,0.7,0.7,0.5,,0.9,0.7,0.2,0.5
v1447,0.7,0.0,,0.7,0.0,0.1,0.0,0.8,0.3
v1448,0.1,0.1,0.5,0.8,0.0,0.1,,0.8,0.9
v1449,0.7,0.8,0.8,0.4,0.6,0.3,0.8,0.3,0.6
v1450,0.9,0.1,0.2,0.8,0.0,0.1,0.6,0.6,0.6
v1451,0.5,0.0,0.1,0.9,0.0,0.2,0.2,0.9,0.6
v1452,0.8,0.4,0.5,0.7,0.0,0.4,0.3,0.4,
v1453,0.9,,0.3,1.0,0.1,,0.0,,
v1454,0.5,0.5,0.2,0.0,0.0,0.1,0.5,0.1,0.5
v1455,0.9,0.3,,,0.7,,0.6,0.2,
v1456,0.0,0.8,0.6,0.0,1.0,1.0,0.7,0.0,0.6
v1457,1.0,0.0,0.1,0.8,0.0,0.1,0.2,0.7,0.1
v1458,0.4,0.8,0.6,0.0,0.6,0.8,0.9,0.0,0.3
v1459,0.9,0.0,0.1,0.8,0.1,0.1,0.0,0.0,0.1
v1460,0.7,,,,,,,,
v1461,0.7,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.2
v1462,0.6,0.3,0.2,0.9,0.0,0.2,0.3,0.9,0.6
v1463,0.4,0.4,0.4,0.7,0.0,0.2,0.3,0.9,0.8
v1464,0.5,0.0,0.0,1.0,0.0,0.1,0.1,1.0,0.5
v1465,0.4,0.5,0.8,0.1,0.8,0.1,0.3,0.1,0.3
