,A,B,C,D,E,F,G,H,I
v1363,1.0,,,,,,,,
v1364,1.0,,,,,,,,
v1365,0.7,0.5,0.5,0.5,0.5,0.6,0.7,,
v1366,0.4,0.4,0.3,0.9,0.2,0.5,0.5,,0.3
v1367,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1368,0.4,0.1,,,,0.1,0.3,0.3,0.1
v1369,0.3,0.5,,,0.7,0.5,0.7,,
v1370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1371,0.0,0.6,,0.2,,0.0,0.3,,0.4
v1372,0.5,0.2,0.5,0.3,,0.3,0.5,,
v1373,1.0,,,,,0.5,,,
v1374,1.0,0.0,0.5,,,0.5,0.5,,
v1375,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5
v1376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1377,0.7,0.0,0.5,0.5,0.0,0.4,0.5,0.3,0.5
v1378,0.5,0.2,0.2,0.2,0.3,0.3,0.4,0.2,0.3
v1379,0.5,0.5,0.1,,,0.7,,0.8,0.4
v1380,0.5,0.5,,,,0.4,0.4,0.5,0.5
v1381,0.0,1.0,0.6,0.5,0.5,0.7,0.5,0.5,0.5
v1382,1.0,,,,,,,,
v1383,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1384,0.5,,,0.5,,,,,
v1385,0.5,0.5,0.4,0.6,0.4,0.7,0.6,0.6,0.7
v1386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1387,1.0,0.0,,0.1,,0.3,0.5,,
v1388,0.0,1.0,,,,0.4,,,
v1389,0.0,0.6,,,,,,0.4,0.3
v1390,0.0,,,,,,,,
v1391,0.8,0.1,0.5,0.6,0.0,0.0,0.0,0.1,0.1
v1392,0.5,,,,,,,,
v1393,1.0,,,,,,,,
v1394,0.5,,0.5,,,,,,
v1395,1.0,,1.0,,,,,,
v1396,0.0,0.9,0.0,,0.8,,,,
v1397,0.3,,0.3,0.3,1.0,0.3,0.3,,
v1398,0.0,1.0,0.8,0.2,0.5,0.7,0.3,0.0,0.2
v1399,0.5,1.0,0.8,0.5,0.8,0.8,0.4,1.0,0.5
v1400,1.0,0.0,0.7,1.0,0.0,0.5,1.0,0.0,0.0
v1401,0.0,0.9,0.0,0.0,0.0,0.5,0.0,0.5,0.0
v1402,1.0,0.0,0.5,,0.0,0.5,,,
v1403,1.0,0.3,0.3,0.5,,0.3,0.4,0.3,0.3
v1404,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1405,0.0,0.5,,0.2,,0.2,0.2,0.1,0.0
v1406,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
v1407,0.0,0.8,0.0,0.0,0.0,0.0,0.0,,
v1408,0.1,0.4,0.2,0.5,0.6,0.5,,,
v1409,0.5,0.4,0.0,,0.4,0.3,0.3,0.4,
v1410,0.9,0.0,0.3,,,0.2,0.5,0.4,
v1411,1.0,,,,,,,,
v1412,0.0,0.9,0.3,0.0,0.4,0.3,0.3,0.4,0.4
v1413,1.0,0.0,,0.0,,,,0.0,
v1414,0.0,,,,,,,,
v1415,0.0,0.8,0.6,0.4,,0.5,0.0,0.5,0.9
v1416,0.2,0.4,0.1,0.4,0.1,0.1,0.5,0.4,0.5
v1417,0.0,1.0,,,,0.7,0.3,,
v1418,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
v1419,1.0,0.0,0.0,0.0,0.0,0.5,0.5,,0.0
v1420,0.0,0.2,0.3,0.3,0.0,0.3,0.3,0.1,0.1
v1421,0.0,1.0,0.4,,,0.4,0.4,,
v1422,0.0,0.6,0.3,0.0,,0.3,0.2,0.2,
v1423,0.5,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0
v1424,0.5,1.0,,,,,,0.5,
v1425,0.9,0.2,,,,0.3,0.2,,
v1426,1.0,0.0,1.0,0.3,,0.9,0.5,0.3,
v1427,0.0,0.5,0.2,0.3,0.2,0.2,0.3,0.3,0.3
v1428,0.0,1.0,0.5,0.5,0.5,0.4,0.5,0.5,0.5
v1429,0.9,0.3,0.2,0.2,,0.9,0.9,0.9,
v1430,0.3,1.0,0.5,,0.3,0.0,,,
v1431,0.0,1.0,,,,0.5,0.5,,
v1432,0.9,0.2,0.5,0.3,0.3,0.6,0.7,0.4,0.1
v1433,1.0,0.0,0.2,,,0.2,,0.3,
v1434,1.0,0.0,0.0,0.6,0.0,0.3,0.6,0.2,0.2
v1435,1.0,,,,,,,,
v1436,1.0,0.0,0.4,,0.1,0.6,,,
v1437,0.8,,,,,,,,
v1438,0.0,0.5,0.0,,,0.4,0.0,0.0,
v1439,0.0,1.0,0.0,,,,,0.0,
v1440,0.0,0.0,,0.0,,0.0,0.0,,
v1441,0.8,0.2,0.4,0.8,0.8,0.7,0.6,0.8,0.8
v1442,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1443,0.0,0.3,,,,0.0,,,
v1444,0.0,0.4,,,,,0.5,0.4,
v1445,1.0,0.0,,0.4,,0.7,0.7,0.1,0.0
v1446,0.0,1.0,0.5,,1.0,,,,
v1447,1.0,0.3,0.3,0.5,0.4,0.3,0.3,0.8,
v1448,1.0,0.0,,,,,,,
v1449,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1450,0.8,0.2,,0.5,0.5,0.4,0.5,0.2,0.2
v1451,0.0,1.0,1.0,0.9,,1.0,0.0,1.0,1.0
v1452,0.0,1.0,,,,,,0.0,
v1453,1.0,0.1,0.0,0.1,1.0,0.1,1.0,0.1,0.1
v1454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1455,0.4,0.5,0.4,0.5,0.5,0.5,0.5,0.5,0.5
v1456,,,,,1.0,,,,
v1457,,0.0,1.0,,,,1.0,,
v1458,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1459,0.0,,,,,,,,
v1460,0.0,0.5,0.2,0.0,0.3,0.2,0.1,0.4,0.3
v1461,0.0,0.6,0.0,,,0.0,,,0.5
v1462,0.5,0.5,0.5,,,,0.9,0.8,1.0
v1463,1.0,,,,,1.0,,,
v1464,0.0,0.4,0.1,0.0,0.3,0.5,0.4,1.0,0.5
v1465,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1466,0.6,,0.4,,,,,,
v1467,1.0,,,,,,0.0,,
v1468,0.9,0.2,0.2,,0.7,0.2,,,
v1469,0.0,1.0,0.2,0.0,0.5,0.3,0.5,0.5,0.5
v1470,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1471,0.0,0.7,,,,1.0,1.0,0.1,0.4
v1472,,,0.5,,,,,,
v1473,0.0,0.0,,0.0,,,0.0,,
v1474,0.5,,,,,,,,
v1475,0.5,0.5,0.5,,,0.5,0.5,,
v1476,0.1,0.7,0.1,0.5,0.1,0.1,0.1,0.2,0.1
v1477,0.0,0.0,0.0,0.0,,0.0,0.0,,
v1478,1.0,1.0,0.2,0.2,,0.5,0.2,0.1,0.5
v1479,0.8,,,,,,0.8,,
v1480,1.0,0.8,0.8,0.8,0.5,0.7,0.7,0.8,0.8
v1481,0.0,0.7,0.0,,0.4,,,,0.7
v1482,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.0,0.0
v1483,0.0,,,,,,,,
v1484,0.0,0.7,,,,,,,
v1485,1.0,,,,,,,,
v1486,0.2,,,,,,,,
v1487,0.5,0.7,0.7,,0.3,0.5,0.6,0.8,0.5
v1488,0.0,,,,,,,,
v1489,0.0,0.5,,,,,,,
v1490,0.0,0.3,,0.3,,0.3,0.3,0.2,0.2
v1491,0.0,0.9,0.3,,,0.3,0.3,0.3,
v1492,0.2,0.8,,0.4,,0.5,0.5,0.4,
v1493,0.3,0.4,,,,0.4,,,
v1494,1.0,,0.8,,,,,,
v1495,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
v1496,0.2,0.9,0.6,0.8,,0.7,0.8,0.0,0.6
v1497,1.0,,0.2,0.2,,0.3,0.2,1.0,
v1498,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,
v1499,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v1500,0.9,0.1,,0.2,,0.2,0.2,0.2,
v1501,0.7,0.3,0.1,0.3,0.1,0.6,0.6,0.0,0.3
v1502,0.0,0.2,0.2,0.0,0.1,0.0,0.2,0.2,0.0
v1503,0.0,,0.0,,0.0,0.0,0.0,,
v1504,0.2,0.3,,0.9,,0.2,,,0.3
v1505,0.2,,,,,,,,
v1506,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.3,0.2
v1507,0.2,0.5,,,,,,0.3,
v1508,0.8,0.0,0.5,0.5,0.0,0.8,0.5,0.5,0.5
v1509,0.0,1.0,0.0,,,0.2,,,
v1510,0.8,,,,,,,,
v1511,0.3,0.0,0.0,0.0,0.2,0.0,0.3,0.0,
v1512,0.3,0.5,0.5,,,0.8,0.5,,0.5
v1513,0.0,1.0,0.1,0.2,,0.2,0.0,0.2,0.5
v1514,0.8,0.0,,,,0.3,0.4,0.8,
v1515,0.7,0.0,0.0,0.5,0.2,0.2,0.6,0.0,0.0
v1516,1.0,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.2
v1517,0.8,,,,,,,,
v1518,1.0,0.0,0.6,0.4,0.3,0.9,0.6,0.8,0.4
v1519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1520,1.0,,,,,,,,
v1521,0.0,0.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0
v1522,0.0,,,,,0.2,0.0,,0.0
v1523,0.5,1.0,0.5,0.5,0.8,0.2,0.2,,
v1524,1.0,,1.0,,1.0,,1.0,,
v1525,0.9,0.3,0.6,0.5,,,0.6,0.3,0.0
v1526,0.0,0.1,0.8,0.2,,0.8,0.7,0.5,0.7
v1527,0.6,,,,,,,,
v1528,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,
v1529,0.0,0.3,0.0,0.2,0.0,0.0,0.1,0.0,0.0
v1530,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
v1531,0.1,0.0,0.0,1.0,0.1,0.3,0.0,0.0,0.1
v1532,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
v1533,0.6,,,,,,,,
v1534,1.0,1.0,1.0,0.0,0.3,0.8,0.0,,
v1535,0.0,1.0,,0.7,,0.0,0.0,,
v1536,1.0,0.0,0.5,0.0,0.2,0.3,0.3,0.1,0.2
v1537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1538,0.0,0.5,0.5,0.5,0.5,0.4,0.0,0.5,0.6
v1539,1.0,0.1,0.3,0.2,,,0.2,,
v1540,0.0,,,,,,,,
v1541,0.4,0.4,0.4,0.4,0.3,0.3,0.4,0.4,0.4
v1542,0.5,,,,,,,,
v1543,0.0,1.0,0.3,0.2,0.4,0.2,0.0,0.2,0.3
v1544,0.0,0.5,1.0,0.3,,0.7,0.2,,0.1
v1545,0.0,0.8,,,,0.1,,,
v1546,1.0,0.9,,0.8,0.9,0.6,0.9,0.3,
v1547,1.0,0.0,0.7,0.7,0.2,0.5,0.8,0.0,0.0
v1548,0.8,0.2,0.0,0.5,0.4,0.1,0.3,0.1,0.2
v1549,0.6,0.0,0.5,,,0.4,0.6,0.0,0.0
v1550,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0
v1551,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
v1552,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
v1553,0.6,0.0,0.5,0.9,,0.5,,,
v1554,0.5,0.5,0.5,,,0.5,0.5,0.5,0.5
v1555,1.0,0.0,,0.3,0.2,,0.3,,
v1556,0.5,0.5,0.3,0.5,0.3,0.3,0.5,0.4,0.3
v1557,0.6,0.1,0.6,0.5,0.6,0.6,0.7,0.5,0.6
v1558,0.1,0.8,0.3,,0.5,0.4,,0.4,0.4
v1559,1.0,0.0,,,,0.2,0.3,,
v1560,0.0,1.0,,0.0,,0.0,0.0,,0.0
v1561,0.0,0.5,0.0,0.3,,0.0,0.3,0.0,0.0
v1562,0.8,0.5,0.9,1.0,0.8,0.5,0.6,0.6,0.7
v1563,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.5
v1564,1.0,0.8,0.5,1.0,0.4,0.6,0.7,,
v1565,0.2,0.8,0.4,0.2,0.3,0.5,0.5,0.3,0.3
v1566,1.0,0.1,0.0,0.2,0.5,0.6,0.3,0.0,0.0
v1567,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
v1568,0.0,0.5,,0.0,,0.5,0.0,0.0,
v1569,0.7,0.3,0.4,,,0.4,0.4,0.1,0.2
v1570,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v1571,1.0,0.0,0.6,0.8,0.1,0.7,0.8,0.6,0.5
v1572,0.8,,,,,,,,
v1573,1.0,0.1,0.6,0.7,0.4,0.5,0.8,0.2,0.4
v1574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1575,1.0,,,,,,,,
v1576,,,,0.5,,,,,
v1577,1.0,,0.4,,0.1,0.1,,,
v1578,1.0,,1.0,,,,,,
v1579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
v1580,0.8,,,,,,,,
v1581,0.0,1.0,0.3,0.4,0.4,0.0,0.8,0.6,0.6
v1582,0.5,0.5,,,0.8,0.5,,0.5,
v1583,0.2,0.4,,0.3,,,,,
v1584,0.7,0.2,0.4,0.4,0.5,0.4,0.4,0.6,0.4
v1585,0.0,0.9,0.0,0.3,0.6,0.6,0.6,0.4,0.5
v1586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1587,1.0,0.0,,0.0,0.0,,,,
v1588,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2
v1589,0.7,,,,,0.3,0.5,,
v1590,0.7,0.6,,,0.6,,0.6,0.7,
v1591,0.0,0.7,0.0,0.0,0.3,0.3,0.0,0.3,0.7
v1592,0.3,0.3,0.3,0.3,,0.3,,0.3,
v1593,0.6,0.8,0.8,0.9,0.9,0.9,0.9,0.5,0.9
v1594,0.0,0.8,0.5,0.7,0.5,0.8,0.5,,0.8
v1595,1.0,0.0,0.5,0.0,0.0,0.5,0.1,0.0,0.1
v1596,0.1,0.2,0.2,0.4,0.0,0.2,0.1,0.2,0.2
v1597,0.0,1.0,,0.0,0.0,0.0,,,
v1598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1599,0.7,0.1,,0.5,,0.1,0.5,0.4,0.4
v1600,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1601,0.8,0.1,0.3,0.2,0.1,0.7,0.5,0.1,0.1
v1602,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
v1603,0.2,0.7,,0.3,0.5,0.5,0.6,0.5,
v1604,0.0,1.0,0.0,0.0,0.3,0.3,0.0,0.3,0.5
v1605,0.6,0.5,0.6,,0.5,0.5,0.5,,0.5
v1606,1.0,,0.6,,0.6,0.9,1.0,,
v1607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1608,0.1,0.3,0.1,0.2,0.2,0.2,0.1,0.3,0.3
v1609,1.0,,,,,,,,
v1610,0.0,0.7,,0.3,0.1,0.1,0.3,0.0,0.2
v1611,0.0,1.0,,1.0,,,1.0,,
v1612,1.0,0.0,0.8,0.8,0.0,0.8,0.0,0.0,0.0
v1613,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0
v1614,0.6,1.0,0.5,0.6,0.5,0.5,0.6,0.5,0.5
v1615,0.0,0.9,0.8,0.6,0.7,0.5,0.9,0.7,
v1616,0.4,0.1,0.3,0.4,0.3,0.4,0.4,0.3,0.1
v1617,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,
v1618,0.0,1.0,0.3,0.3,0.3,0.0,0.3,0.8,0.5
v1619,1.0,,,,0.7,,0.7,,
v1620,0.9,0.2,0.5,0.4,0.3,0.2,0.5,0.5,0.4
v1621,0.0,1.0,0.0,,0.5,0.0,0.0,1.0,
v1622,0.6,0.2,,0.0,,0.1,0.3,0.1,0.2
v1623,0.6,0.5,0.5,0.6,0.4,0.6,0.5,0.6,0.5
v1624,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
v1625,0.7,,0.0,,,0.0,0.0,,
v1626,1.0,0.7,,,,,,,0.0
v1627,0.0,0.3,0.4,0.8,,0.6,0.5,,
v1628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1629,0.0,1.0,0.0,0.0,,0.0,0.0,,
v1630,1.0,,,,,,,,
v1631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1632,0.0,0.8,0.0,0.0,0.6,0.1,0.5,0.5,0.8
v1633,0.9,,0.7,1.0,,0.6,,0.7,0.5
v1634,0.0,0.7,0.5,0.5,1.0,0.8,0.8,0.8,1.0
v1635,0.5,0.2,0.2,0.5,,0.5,,,
v1636,0.9,,0.8,0.7,,0.7,0.7,,
v1637,0.0,1.0,,,0.8,,,,
v1638,0.0,0.8,0.8,0.0,0.5,0.8,0.5,0.6,0.8
v1639,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0
v1640,1.0,0.2,0.5,0.5,0.3,0.5,0.4,0.2,0.3
v1641,0.4,0.0,1.0,0.0,0.9,0.1,0.4,0.7,0.0
v1642,1.0,0.4,0.5,0.5,0.4,0.6,0.8,0.2,0.3
v1643,1.0,,,,0.5,,,,
v1644,0.5,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.0
v1645,0.3,,0.3,0.3,,0.4,0.3,,
v1646,0.3,0.0,0.5,,0.3,0.5,0.3,0.3,
v1647,0.9,0.4,,,,0.6,,0.8,
v1648,0.2,0.3,0.1,0.5,0.1,0.5,0.5,0.8,1.0
v1649,0.8,0.1,,0.5,,0.3,0.3,,
v1650,0.5,0.2,0.2,0.3,0.1,0.2,0.4,0.4,0.1
v1651,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1652,0.9,0.0,1.0,,,0.7,0.8,0.7,0.6
v1653,1.0,,1.0,,1.0,1.0,1.0,1.0,
v1654,0.7,0.5,0.4,0.4,0.4,0.4,0.5,0.4,0.5
v1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1656,0.5,0.5,,0.5,0.5,,,0.5,0.5
v1657,0.0,0.3,0.3,0.2,,0.4,0.5,0.2,0.3
v1658,0.4,,,,,,0.4,,
v1659,0.0,0.2,,0.0,,0.1,0.1,,
v1660,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
v1661,0.5,0.3,0.0,0.3,0.0,0.8,0.6,,
v1662,0.0,1.0,,,,1.0,,,
v1663,1.0,0.0,0.0,0.5,0.0,0.6,0.7,0.0,0.0
v1664,0.8,0.4,0.5,0.6,0.3,0.5,0.6,0.5,0.7
v1665,0.0,0.0,,0.0,,0.0,0.1,0.0,0.2
v1666,0.0,0.5,0.5,0.5,0.2,0.5,0.5,0.2,0.5
v1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1668,0.1,0.5,0.5,,,,,,
v1669,1.0,,,,,,,,
v1670,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1671,0.0,0.1,0.1,0.1,,0.1,0.1,,
v1672,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
v1673,1.0,0.3,0.0,0.5,0.0,0.0,0.5,1.0,0.7
v1674,0.7,0.3,,,,0.4,,,
v1675,0.3,,0.3,,,,0.5,,
v1676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1677,1.0,,,,,,,,
v1678,0.9,0.9,0.9,0.8,0.2,0.7,0.8,0.9,0.0
v1679,0.2,0.2,,0.5,,0.3,0.3,0.4,
v1680,0.0,1.0,,,,,,,0.0
v1681,0.5,,,,,,,,
v1682,0.5,0.0,0.0,,0.0,0.5,0.5,,0.0
v1683,0.2,0.5,,,,,,,
v1684,0.3,0.4,0.1,,0.1,,,,0.2
v1685,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1686,1.0,0.2,,0.2,,0.2,0.3,0.3,
v1687,0.0,1.0,0.4,0.4,1.0,0.4,0.0,0.4,1.0
v1688,0.3,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
v1689,1.0,0.0,,,1.0,,,,
v1690,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
v1691,0.2,,,,,,,,
v1692,0.0,,,,,0.8,0.8,,
v1693,0.7,0.9,,,,0.5,0.8,1.0,
v1694,1.0,0.0,1.0,1.0,0.0,0.6,0.2,0.5,0.3
v1695,1.0,,,,,,,,
v1696,0.7,,,,,,0.5,,
v1697,0.0,,,,,,,0.0,
v1698,0.7,0.3,0.6,0.3,,0.4,0.5,0.2,0.7
v1699,0.0,0.5,0.3,,,0.3,0.3,,
v1700,1.0,,0.0,,1.0,1.0,0.0,1.0,1.0
v1701,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
v1702,1.0,,0.5,,,,0.5,,
v1703,0.8,,,,,,,,
v1704,0.8,,,,,,0.8,0.8,
v1705,0.0,,,,,,,,
v1706,0.8,0.9,0.6,0.4,0.5,0.6,0.8,0.3,0.5
v1707,0.3,0.9,,,0.8,,,,
v1708,0.0,0.4,0.5,0.4,0.5,0.5,0.4,0.4,0.5
v1709,0.1,,,,,,0.1,,
v1710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1711,0.5,,,,,0.4,0.3,,
v1712,0.5,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
v1713,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
v1714,0.4,0.2,0.2,0.2,0.0,0.4,0.2,0.0,0.0
v1715,1.0,,,,,,,,
v1716,1.0,0.0,0.5,0.0,0.0,0.5,0.5,,0.0
v1717,1.0,1.0,1.0,,,,,1.0,
v1718,0.0,0.4,0.0,0.3,0.0,0.2,0.6,0.2,0.0
v1719,0.7,0.3,,0.3,,0.5,0.5,,
v1720,0.6,0.0,0.0,0.1,,0.3,0.2,,
v1721,1.0,0.4,,,,0.7,0.5,,
v1722,0.6,0.0,0.3,0.3,0.0,0.2,0.5,0.2,0.5
v1723,1.0,0.0,0.5,0.3,,0.5,,,
v1724,0.5,0.9,,,,,,,
v1725,0.9,0.8,,,,,,,
v1726,0.0,0.7,,,,,0.5,,
v1727,0.0,0.5,0.5,,,0.3,0.5,,
v1728,0.7,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.4
v1729,0.6,0.0,0.2,0.4,0.0,0.4,0.4,0.0,0.0
v1730,0.0,,0.2,,0.4,0.3,,,
v1731,1.0,,,,,,,,
v1732,0.8,,1.0,,,,,,
v1733,0.1,0.2,0.2,0.1,0.3,0.2,0.3,0.2,0.3
v1734,0.0,0.6,0.5,0.4,0.5,0.5,0.6,0.3,
v1735,0.1,0.6,0.6,0.5,,0.5,0.5,0.5,0.5
v1736,0.0,0.7,0.3,0.0,,0.0,0.0,0.0,
v1737,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1738,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1739,0.1,0.8,,0.5,,0.1,,,
v1740,1.0,0.2,,0.6,,0.5,0.3,,0.3
v1741,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
v1742,0.5,,,,,,,,
v1743,0.8,0.0,0.5,0.2,,0.4,0.4,0.5,0.4
v1744,1.0,,,,,,,,
v1745,1.0,,,,,,,,
v1746,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
v1747,0.0,0.5,0.0,0.2,0.2,,0.2,,
v1748,0.0,,,,,,,,
v1749,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1750,0.5,0.3,0.3,0.5,0.3,0.3,0.4,0.2,0.3
v1751,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
v1752,0.7,,,0.4,,0.3,0.4,0.6,
v1753,0.0,0.4,0.2,0.3,0.1,0.5,0.0,0.2,0.3
v1754,0.7,,,,,,,0.5,
v1755,0.8,0.5,,0.5,,,,,
v1756,1.0,,,1.0,,0.0,0.0,0.4,
v1757,0.8,0.3,,0.3,0.8,0.7,0.6,,
v1758,1.0,0.3,1.0,1.0,0.5,0.5,0.5,0.3,0.5
v1759,1.0,0.9,1.0,1.0,0.9,1.0,0.8,0.9,1.0
v1760,0.0,0.6,,,,,,0.6,0.6
v1761,0.7,0.2,,0.6,,0.6,0.5,0.5,
v1762,0.9,,0.8,0.5,,,,,
v1763,0.8,0.0,0.9,0.8,0.8,0.7,0.9,0.0,0.0
v1764,1.0,0.0,1.0,0.5,0.5,0.5,1.0,0.0,0.0
v1765,1.0,,,,,,,,
v1766,1.0,,,,,,,,
v1767,0.0,,,,,,,,
v1768,0.6,0.0,0.4,,,0.6,,,
v1769,0.0,0.0,,,,,,,
v1770,0.3,0.5,0.8,,,0.5,,,
v1771,0.0,1.0,0.6,,0.3,0.9,0.7,0.4,0.4
v1772,1.0,0.0,0.2,0.0,,0.4,0.4,0.0,0.5
v1773,0.0,1.0,0.2,,0.0,0.3,0.2,0.2,0.0
v1774,1.0,,,,,,,,
v1775,0.5,,0.5,1.0,,,,,
v1776,1.0,0.2,0.2,1.0,0.2,0.2,0.5,0.2,0.2
v1777,0.7,,,,,,,,
v1778,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0
v1779,0.8,0.1,,,,,,,
v1780,0.9,0.0,0.8,0.5,,0.6,0.5,,
v1781,0.0,1.0,,,,,,0.5,
v1782,0.0,,,,,,,1.0,
v1783,0.0,0.3,,,,0.2,0.5,0.0,
v1784,1.0,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.3
v1785,0.0,0.0,,,,,,,
v1786,0.0,0.8,0.5,0.8,0.4,0.0,0.0,0.3,0.8
v1787,0.0,1.0,0.2,0.0,0.0,0.2,0.0,1.0,0.0
v1788,0.5,0.2,0.5,0.5,0.3,0.5,0.5,0.5,0.5
v1789,1.0,,,,,,,,
v1790,0.0,0.8,,,,0.0,0.0,,
v1791,1.0,,,,,0.0,,,
v1792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1793,0.2,,,,,,,,
v1794,1.0,0.5,0.3,1.0,0.2,0.4,0.5,0.3,0.6
v1795,0.0,,,,,0.0,,,
v1796,1.0,0.5,0.3,0.7,0.3,0.6,0.7,0.4,0.5
v1797,1.0,0.8,0.9,0.6,1.0,1.0,0.5,0.2,0.2
v1798,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1
v1799,1.0,0.2,0.3,0.2,0.5,0.3,0.5,,
v1800,1.0,0.0,0.3,0.3,,0.4,0.8,0.3,0.0
v1801,1.0,0.0,,0.0,,,,,
v1802,0.4,0.0,0.0,,0.0,0.2,0.2,0.0,
v1803,0.8,,0.8,0.8,,,0.7,0.5,
v1804,0.0,,,,,,,,
v1805,1.0,,,,,0.3,,,
v1806,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1807,1.0,,,,,,,,
v1808,0.0,0.9,,0.2,,0.2,0.2,,
v1809,0.7,0.0,0.5,,,0.0,0.5,0.4,0.0
v1810,0.0,0.5,0.2,0.2,0.1,0.1,0.0,0.5,0.5
v1811,0.2,0.0,0.1,0.0,0.1,0.1,0.1,0.2,
