,A,B,C,D,E,F,G
v1368,0.7,0.2,0.9,,0.4,0.9,0.9
v1369,0.8,0.4,0.0,,0.8,0.0,0.8
v1370,0.8,0.0,0.6,0.0,0.5,0.7,0.5
v1371,0.0,0.0,0.1,0.0,0.0,0.2,0.1
v1372,0.5,0.0,0.9,,0.4,1.0,0.7
v1373,0.0,1.0,0.1,0.0,0.3,0.0,0.0
v1374,0.0,0.1,0.0,0.1,0.0,0.0,0.1
v1375,0.3,0.0,1.0,0.0,0.0,1.0,0.5
v1376,0.3,0.3,0.0,0.3,0.4,0.1,0.1
v1377,0.5,0.5,0.0,0.4,0.8,0.2,0.4
v1378,0.9,0.0,0.0,0.0,0.0,0.3,0.0
v1379,0.5,0.8,0.1,0.1,0.5,0.5,0.5
v1380,0.0,1.0,0.1,1.0,0.1,0.1,1.0
v1381,0.5,0.1,0.8,0.1,0.4,0.6,0.3
v1382,0.0,0.8,0.0,0.0,0.0,0.8,0.0
v1383,0.4,0.1,0.0,0.4,0.5,0.3,0.4
v1384,0.9,0.0,0.0,0.0,0.9,0.3,0.3
v1385,0.0,0.8,0.0,0.0,0.5,0.0,0.4
v1386,0.4,0.0,0.4,0.1,0.0,0.7,0.9
v1387,0.1,0.2,0.3,1.0,0.2,0.3,0.8
v1388,0.0,0.0,0.9,0.0,0.0,0.0,0.5
v1389,0.5,0.0,0.5,0.1,0.1,0.2,0.5
v1390,0.3,0.5,0.5,0.5,0.5,0.4,0.3
v1391,0.3,0.0,0.8,0.0,0.3,1.0,0.3
v1392,0.3,0.0,0.3,0.0,0.0,0.7,0.8
v1393,0.6,0.6,0.4,0.6,0.5,0.1,0.3
v1394,0.8,0.1,0.2,0.1,0.5,0.6,0.4
v1395,0.6,0.0,0.5,0.0,0.2,0.5,0.4
v1396,0.5,0.0,0.3,0.0,0.5,0.5,0.5
v1397,0.2,0.0,0.7,0.0,0.4,0.7,0.9
v1398,0.0,1.0,0.0,1.0,0.0,0.0,0.0
v1399,0.6,0.0,0.3,0.0,0.5,0.5,0.2
v1400,0.4,0.0,0.0,0.0,0.2,0.3,0.1
v1401,0.0,0.0,0.9,0.0,0.0,0.9,0.9
v1402,0.5,0.0,0.8,0.0,0.1,1.0,0.6
v1403,0.6,0.0,0.5,,0.3,0.9,0.6
v1404,0.5,0.4,0.1,0.3,0.2,0.3,0.5
v1405,0.9,0.0,0.0,0.0,0.2,0.6,0.0
v1406,0.0,0.8,0.0,0.7,0.1,0.6,0.1
v1407,0.1,0.0,0.3,0.0,0.1,0.4,0.4
v1408,0.5,1.0,0.0,0.1,0.0,0.0,0.4
v1409,0.9,0.0,0.4,0.0,0.7,0.8,0.4
v1410,0.8,0.2,0.0,0.5,0.7,0.0,0.0
v1411,0.5,0.0,0.8,0.0,0.4,0.7,0.8
v1412,0.3,0.1,0.2,0.1,0.2,0.2,0.3
v1413,0.6,0.8,0.5,0.7,0.5,0.7,0.4
v1414,0.6,0.0,0.9,0.0,0.5,0.8,0.7
v1415,0.7,0.0,0.0,0.0,0.2,0.8,1.0
v1416,0.5,0.1,0.8,,0.4,0.8,0.9
v1417,0.7,0.0,0.5,,0.3,0.5,0.3
v1418,0.9,0.7,0.0,0.3,0.3,0.3,0.0
v1419,0.0,0.7,0.2,0.3,0.0,0.2,0.0
v1420,0.0,0.0,0.9,0.0,0.0,0.7,0.5
v1421,0.7,0.0,0.4,0.0,0.4,0.7,0.7
v1422,0.7,0.0,0.0,0.0,0.7,0.2,0.6
v1423,0.5,0.0,0.0,0.0,0.6,0.4,0.3
v1424,0.4,0.0,0.7,,,0.6,0.7
v1425,0.7,0.7,0.1,0.1,0.6,0.2,0.4
v1426,0.0,0.0,0.2,0.0,0.0,0.2,0.0
v1427,0.1,0.1,0.4,0.1,0.1,0.2,0.1
v1428,0.0,0.0,1.0,0.0,0.0,1.0,0.7
v1429,0.7,0.0,0.3,0.0,0.3,0.3,0.3
v1430,0.2,0.0,0.5,,0.2,0.0,0.3
v1431,0.0,0.3,0.1,0.2,0.3,0.3,0.0
v1432,0.7,0.0,0.2,0.0,0.8,0.6,0.4
v1433,0.6,0.2,0.2,0.3,0.5,0.3,0.3
v1434,0.7,0.0,0.7,0.0,0.0,0.7,0.6
v1435,0.9,0.0,0.6,0.0,0.0,0.6,0.6
v1436,0.3,0.4,0.3,0.4,0.4,0.3,0.0
v1437,0.5,0.8,0.0,0.5,0.1,0.0,0.0
v1438,0.0,0.0,0.9,0.0,0.0,0.8,0.3
v1439,0.6,0.7,0.1,,0.7,0.2,0.1
v1440,0.5,0.0,0.0,0.0,1.0,0.0,0.0
v1441,0.5,0.0,0.8,0.0,0.0,0.8,0.8
v1442,0.3,0.0,0.0,0.0,0.2,0.0,0.0
v1443,0.0,0.0,0.8,0.0,0.0,0.0,0.0
v1444,,0.0,0.3,,0.2,,0.5
v1445,0.9,0.0,0.0,0.0,0.2,0.7,0.2
v1446,0.1,0.1,0.4,,0.1,1.0,0.3
v1447,0.8,0.0,0.1,0.7,0.7,0.3,0.3
v1448,0.5,0.0,0.4,,0.4,0.7,0.7
v1449,0.6,0.3,0.1,0.3,0.6,0.2,0.1
v1450,0.0,0.9,0.3,0.9,0.0,0.0,0.0
v1451,0.5,0.5,0.6,0.2,0.5,0.5,0.5
v1452,0.0,0.0,1.0,0.0,0.1,0.6,0.1
v1453,0.5,0.0,0.2,0.0,0.0,0.5,0.9
v1454,0.0,0.5,0.0,0.5,0.0,0.0,0.0
v1455,0.7,0.0,0.0,0.0,0.8,0.6,0.4
v1456,0.5,0.0,0.5,,0.5,0.7,0.7
v1457,0.1,0.2,0.2,0.1,0.1,0.1,0.2
v1458,0.3,0.0,0.9,0.0,0.2,1.0,1.0
v1459,0.0,0.6,0.0,0.0,0.1,1.0,0.6
v1460,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v1461,0.0,1.0,0.0,,0.3,0.0,0.0
v1462,0.0,0.2,0.1,0.0,0.0,0.1,0.2
v1463,0.8,0.0,0.0,0.1,0.8,0.5,0.2
v1464,0.4,0.5,0.0,0.0,0.3,0.5,0.3
v1465,0.6,0.0,0.6,0.0,0.4,0.7,0.6
v1466,0.4,0.0,0.5,0.0,0.2,0.8,0.6
v1467,0.4,0.0,0.5,0.0,0.0,1.0,0.0
v1468,0.0,0.6,0.8,,0.4,0.3,0.3
v1469,0.0,0.2,0.0,0.1,0.0,0.1,0.0
v1470,0.7,0.2,0.6,0.0,0.3,0.8,0.6
v1471,0.0,0.5,0.1,0.6,0.3,0.0,0.0
v1472,0.6,0.5,0.5,0.4,0.7,0.4,0.3
v1473,0.7,0.0,1.0,0.0,0.1,0.9,0.2
v1474,0.0,1.0,0.0,0.0,0.2,0.5,0.0
v1475,0.8,0.0,0.1,0.0,0.5,0.8,0.6
v1476,0.9,0.0,0.0,0.0,0.4,0.5,0.2
v1477,1.0,0.0,0.1,0.0,0.2,0.4,0.1
v1478,0.6,0.4,0.7,0.6,0.6,0.5,0.6
v1479,0.2,0.1,0.6,0.1,0.1,0.7,0.1
v1480,0.0,0.0,0.0,0.0,0.2,0.0,0.0
v1481,0.8,0.0,0.2,0.0,0.5,0.3,0.6
v1482,0.5,0.5,0.0,0.0,0.5,0.5,0.5
v1483,0.0,0.0,0.0,1.0,0.0,0.0,0.0
v1484,0.1,0.1,0.1,,0.1,0.1,0.4
v1485,0.0,1.0,0.0,0.0,0.0,0.0,0.0
v1486,0.1,0.0,0.7,0.0,0.0,1.0,0.3
v1487,0.0,1.0,0.0,0.0,0.0,0.0,0.0
v1488,0.3,1.0,0.0,,0.2,0.0,0.1
v1489,0.5,0.1,0.3,0.1,0.3,0.5,0.3
v1490,0.6,0.0,0.5,,0.5,0.7,0.6
v1491,0.7,0.0,0.1,0.0,0.0,0.0,0.5
v1492,0.5,0.0,0.6,0.0,0.3,0.7,0.8
v1493,0.8,0.1,0.3,0.1,0.8,0.5,0.4
v1494,0.8,0.4,0.4,0.3,0.4,0.5,0.4
v1495,0.0,0.0,0.7,0.0,0.0,0.9,0.5
v1496,0.2,0.8,0.2,0.8,0.5,0.6,0.3
v1497,,,,,,0.5,0.7
v1498,0.1,0.1,0.7,0.0,0.2,0.4,0.3
v1499,0.7,0.0,0.5,0.0,0.4,0.6,0.6
v1500,0.2,0.2,0.2,0.2,0.2,0.2,0.2
v1501,0.3,0.0,0.8,0.0,0.6,0.4,0.0
v1502,0.4,0.0,0.8,0.0,0.2,1.0,0.3
v1503,0.5,0.5,0.2,0.2,0.5,0.5,0.2
v1504,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v1505,0.5,0.4,0.5,,0.5,0.5,0.2
v1506,0.8,0.0,0.1,0.0,0.4,0.6,0.6
v1507,0.6,0.0,0.2,0.0,0.1,0.6,0.8
v1508,0.2,0.7,0.2,0.2,0.2,0.2,0.2
v1509,0.3,0.0,0.1,0.0,0.3,0.1,0.1
v1510,0.6,0.0,0.7,,0.2,0.8,0.7
v1511,0.2,0.5,0.2,0.1,0.4,0.2,0.1
v1512,0.9,0.0,0.2,0.0,0.1,0.3,0.1
v1513,0.3,0.1,0.1,0.2,0.1,0.2,0.2
v1514,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v1515,0.3,0.3,0.2,,0.3,,0.2
v1516,1.0,0.0,0.0,0.0,0.5,0.4,0.2
v1517,0.5,,1.0,0.1,0.5,0.8,0.5
v1518,0.0,0.8,0.5,0.5,0.0,0.0,0.0
v1519,0.9,0.0,0.1,0.0,0.6,0.5,0.2
v1520,0.6,0.0,0.3,0.0,0.2,0.2,0.4
v1521,1.0,0.0,0.0,0.0,0.7,0.1,0.5
v1522,0.5,0.0,0.0,0.0,0.7,0.0,0.0
v1523,,,,,,,0.5
v1524,0.7,0.2,0.6,0.0,0.5,0.7,0.6
v1525,0.0,0.0,0.2,,0.5,1.0,0.7
v1526,0.1,0.0,0.2,0.0,0.1,0.8,0.1
v1527,0.4,0.0,0.4,0.0,0.3,0.7,0.6
v1528,0.5,0.7,0.0,0.6,0.7,0.0,0.2
v1529,0.7,0.0,0.0,0.0,0.2,0.5,0.4
v1530,0.3,0.0,0.1,0.0,0.3,0.0,0.2
v1531,0.0,0.0,0.3,0.0,0.0,0.1,0.7
v1532,0.3,0.0,0.2,0.0,0.5,0.8,0.6
v1533,0.0,0.0,1.0,0.0,0.0,0.5,0.0
v1534,0.6,0.1,0.0,0.0,0.7,0.6,0.1
v1535,0.5,0.0,0.4,0.0,0.3,0.8,0.6
v1536,0.5,0.0,0.6,0.0,0.2,0.5,0.4
v1537,0.1,0.0,0.8,0.0,0.0,0.7,0.5
v1538,0.0,0.0,0.7,0.3,0.0,0.0,0.0
v1539,0.8,0.5,0.0,0.0,0.7,0.0,0.3
v1540,0.0,0.8,0.8,0.0,0.2,0.2,0.0
v1541,0.6,0.5,0.0,0.8,0.6,0.0,0.2
v1542,0.1,1.0,0.7,0.8,0.3,0.8,0.5
v1543,0.6,0.0,0.1,0.2,0.3,0.6,0.6
v1544,0.7,0.1,0.5,0.2,0.5,0.7,0.7
v1545,0.0,0.3,0.2,0.0,0.1,0.0,0.1
v1546,0.8,0.0,0.0,0.0,0.6,0.3,0.3
v1547,0.5,0.0,0.5,0.0,0.5,0.7,0.5
v1548,0.8,0.0,0.1,0.0,0.6,0.3,0.3
v1549,1.0,0.0,0.1,0.0,0.4,0.7,0.2
v1550,0.5,0.0,0.0,0.0,0.5,0.7,0.8
