,A,B,C,D,E,F,G,H
v1227,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
v1228,0.3,0.8,0.6,0.6,0.5,0.5,0.5,0.6
v1229,0.9,0.1,0.1,0.1,0.4,0.2,0.2,0.2
v1230,0.0,0.9,0.7,0.6,0.7,0.1,0.0,0.6
v1231,1.0,0.1,0.6,0.2,0.3,0.2,0.3,0.1
v1232,0.0,1.0,0.8,0.9,0.7,0.0,0.0,0.4
v1233,0.0,0.7,0.1,0.9,0.5,0.0,0.1,1.0
v1234,0.2,0.2,0.3,0.1,0.4,0.9,,0.1
v1235,0.0,0.7,0.6,0.6,0.6,0.4,0.6,0.6
v1236,0.0,1.0,0.7,0.1,0.0,0.0,0.0,0.1
v1237,0.0,0.6,1.0,0.7,0.8,0.0,0.6,0.7
v1238,1.0,0.0,0.1,0.0,0.3,0.0,0.6,0.0
v1239,0.0,0.7,0.7,0.7,0.6,0.0,0.5,0.7
v1240,0.1,0.9,0.7,0.4,0.4,0.4,0.4,0.2
v1241,0.0,0.9,0.8,0.8,0.5,0.0,0.0,0.6
v1242,0.0,1.0,0.4,0.3,0.2,0.1,0.1,0.4
v1243,0.4,0.5,0.5,0.5,0.4,0.4,0.5,0.4
v1244,0.4,0.7,0.6,0.5,0.5,0.4,0.5,0.3
v1245,0.9,0.0,0.1,0.1,0.0,0.0,0.6,0.1
v1246,0.5,0.1,0.1,0.1,0.1,0.5,0.4,0.1
v1247,0.4,0.3,,,0.3,,,
v1248,0.0,0.5,1.0,1.0,0.5,0.0,,0.5
v1249,0.0,1.0,0.1,0.2,0.0,0.0,0.0,0.0
v1250,0.7,0.1,0.3,0.3,0.4,0.4,0.2,0.5
v1251,0.0,0.5,0.6,0.3,0.5,0.1,0.0,0.3
v1252,0.3,0.2,0.8,0.6,0.3,0.5,0.3,0.6
v1253,0.0,0.6,0.0,0.0,0.2,0.1,0.3,0.0
v1254,0.8,0.2,0.2,,0.4,,,
v1255,0.6,0.4,0.2,0.2,0.3,0.2,0.2,0.2
v1256,0.5,0.0,0.2,0.2,,0.9,,
v1257,0.0,0.8,0.7,0.5,0.5,0.0,0.0,0.5
v1258,0.0,0.6,0.6,0.5,0.5,0.2,0.1,0.5
v1259,0.1,0.8,0.6,0.7,0.4,0.1,0.1,0.7
v1260,0.1,0.3,,,0.2,,,
v1261,0.0,1.0,0.9,0.6,0.9,0.7,0.4,0.4
v1262,1.0,0.0,0.5,0.2,0.4,1.0,0.3,0.2
v1263,0.2,0.6,0.9,0.6,0.8,0.2,0.1,0.7
v1264,0.0,0.8,1.0,0.8,0.9,0.0,0.0,0.8
v1265,0.0,0.6,0.7,0.5,,0.0,,0.5
v1266,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1267,0.2,0.8,0.7,0.6,0.5,0.2,0.3,0.6
v1268,0.0,1.0,0.9,1.0,0.7,0.0,0.0,1.0
v1269,0.0,0.6,0.9,1.0,0.4,0.0,0.6,1.0
v1270,0.1,0.8,0.7,0.3,0.6,0.1,,0.4
v1271,0.0,1.0,0.5,0.5,0.4,0.0,0.5,0.6
v1272,1.0,0.0,0.4,0.2,0.1,0.7,0.6,0.1
v1273,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0
v1274,0.0,0.7,0.1,0.2,0.1,0.0,0.0,0.3
v1275,0.4,0.6,0.4,0.4,0.5,0.4,0.5,0.8
v1276,0.5,0.3,,,0.1,,,
v1277,0.3,0.3,0.3,0.2,0.5,0.9,0.2,0.2
v1278,0.0,1.0,0.7,0.5,0.6,0.0,0.5,0.6
v1279,0.7,0.5,0.6,0.7,0.7,0.6,0.5,0.8
v1280,0.6,0.3,0.4,0.5,0.6,0.6,0.5,0.4
v1281,0.2,0.7,0.4,0.5,0.5,0.4,0.1,0.5
v1282,0.5,0.8,0.3,0.8,0.7,0.7,0.9,0.9
v1283,0.4,0.5,0.6,0.7,0.6,0.4,0.6,0.7
v1284,1.0,0.0,0.3,0.1,0.3,0.2,0.8,0.1
v1285,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0
v1286,0.1,0.4,0.6,1.0,0.3,0.1,0.3,1.0
v1287,0.5,0.7,0.6,0.5,0.5,0.5,0.4,0.3
v1288,1.0,0.0,0.5,0.3,0.4,0.3,0.8,0.2
v1289,1.0,0.0,0.1,0.1,0.1,0.1,,0.1
v1290,0.0,1.0,0.5,0.4,0.2,0.0,0.3,0.6
v1291,0.8,0.1,0.5,0.5,0.5,0.5,0.5,0.5
v1292,0.7,0.1,0.1,0.0,0.1,0.9,0.4,0.0
v1293,1.0,0.3,0.5,0.4,0.5,0.3,0.6,0.3
v1294,0.7,0.5,0.8,0.4,0.8,0.5,0.6,0.9
v1295,0.7,0.4,0.4,0.2,0.5,0.5,,
v1296,0.3,0.7,0.9,0.3,0.4,0.3,0.4,0.5
v1297,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1298,0.0,0.9,0.7,0.9,0.4,0.0,0.2,0.7
v1299,1.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2
v1300,0.0,0.4,0.6,1.0,0.6,0.0,0.0,1.0
v1301,1.0,0.0,0.2,0.0,0.4,0.3,0.9,0.0
v1302,0.0,1.0,1.0,1.0,0.9,0.9,0.2,1.0
v1303,0.2,,0.5,,,0.5,,
v1304,0.0,0.7,0.6,1.0,0.3,0.0,0.0,1.0
v1305,0.4,0.0,0.0,0.0,0.0,0.3,0.0,0.0
v1306,0.5,0.3,0.3,0.5,0.5,0.5,0.3,0.5
v1307,0.1,1.0,0.6,0.5,0.6,0.3,0.1,0.3
v1308,0.0,0.0,,,,,,
v1309,0.0,0.0,0.1,0.1,0.1,1.0,,0.1
v1310,0.1,0.9,0.7,0.7,0.7,0.2,,0.7
v1311,0.5,0.7,0.7,0.6,0.7,0.5,0.5,0.7
v1312,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0
v1313,0.6,,0.5,,0.6,0.4,,
v1314,1.0,0.4,0.4,,0.5,,,
v1315,0.6,0.2,0.2,0.0,0.1,0.0,0.0,0.0
v1316,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1318,0.9,1.0,1.0,0.7,0.6,0.5,0.7,0.7
v1319,0.7,0.4,,,,,,
v1320,0.7,0.8,0.6,0.6,0.7,0.5,0.6,0.7
v1321,1.0,0.1,0.2,0.3,0.2,0.3,0.7,0.1
v1322,0.7,0.6,0.4,0.5,0.5,0.4,0.6,0.5
v1323,0.5,0.4,0.4,0.1,0.3,0.3,0.1,0.3
v1324,0.9,0.8,0.8,0.7,0.8,0.7,0.8,0.7
v1325,0.0,0.8,0.7,0.9,0.9,0.3,0.0,0.8
v1326,0.2,0.9,,,0.8,,,
v1327,1.0,0.0,0.3,0.4,0.3,0.5,0.8,0.2
v1328,1.0,0.0,0.0,0.0,0.3,0.0,0.7,0.0
v1329,0.7,0.0,0.3,0.2,0.5,,,0.2
v1330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1331,0.0,0.4,0.4,0.3,0.2,0.0,0.0,0.5
v1332,0.2,0.5,0.5,1.0,0.5,0.0,0.2,1.0
v1333,0.0,1.0,0.5,0.4,0.5,0.0,,0.4
v1334,0.9,0.0,,,0.3,,,
v1335,0.4,0.4,0.8,0.6,0.5,0.4,0.5,0.7
v1336,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
v1337,1.0,0.0,0.2,0.0,0.4,0.9,0.9,0.0
v1338,0.0,0.8,1.0,0.8,0.8,0.0,0.0,0.8
v1339,0.0,0.7,0.5,0.5,0.5,0.0,0.0,0.6
v1340,0.0,0.9,0.9,0.9,0.3,0.0,,0.9
v1341,0.0,0.6,0.8,0.7,,0.0,,0.7
v1342,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0
v1343,1.0,0.0,0.2,0.0,0.6,0.3,0.7,0.0
v1344,1.0,0.1,0.2,0.3,0.2,0.3,0.3,0.2
v1345,0.1,0.9,0.6,0.1,0.1,0.1,0.1,0.1
v1346,0.6,0.2,0.1,0.2,0.4,0.2,0.4,0.1
v1347,0.3,0.9,0.6,0.5,0.4,0.2,0.2,0.6
v1348,0.0,0.7,0.9,0.4,0.8,0.0,0.0,0.4
v1349,0.2,0.6,1.0,0.2,0.3,0.1,0.4,0.5
v1350,0.0,0.8,0.8,0.6,0.8,0.1,0.0,0.5
v1351,0.1,1.0,0.7,0.6,0.4,0.4,0.3,0.7
v1352,1.0,0.0,0.2,0.2,0.1,0.4,0.2,0.3
v1353,0.0,1.0,0.8,0.9,0.8,0.0,0.0,0.8
v1354,0.8,0.2,0.5,0.3,0.3,0.3,0.5,0.3
v1355,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
v1356,0.0,1.0,0.6,0.5,0.4,0.0,0.0,0.5
v1357,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0
v1358,0.2,0.7,0.8,,,,,0.5
v1359,0.0,1.0,0.7,0.6,0.7,0.1,0.0,0.6
v1360,0.2,0.6,0.4,0.9,0.5,0.0,0.1,0.7
v1361,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.5
v1362,0.5,0.5,0.5,0.6,0.5,0.6,0.4,0.5
v1363,0.2,0.8,0.8,0.7,0.3,0.1,0.6,0.6
v1364,0.0,0.8,1.0,0.5,0.3,0.2,0.3,0.6
v1365,0.3,0.4,0.3,0.4,0.3,0.4,0.3,0.1
v1366,0.0,0.4,0.4,0.3,0.4,0.4,0.4,0.4
v1367,0.0,1.0,0.7,0.7,0.7,0.5,0.0,0.7
v1368,0.7,0.5,0.8,0.7,0.5,0.6,0.8,0.7
v1369,0.0,0.9,1.0,0.7,0.7,0.0,0.6,0.6
v1370,0.1,0.9,0.5,0.5,0.4,0.5,0.5,0.5
v1371,0.7,0.0,0.2,0.0,0.3,0.0,0.0,0.5
v1372,0.0,1.0,0.5,0.6,0.1,0.0,0.1,0.6
v1373,1.0,0.1,0.3,0.2,0.6,0.1,0.4,0.3
v1374,0.7,0.0,0.5,0.1,0.5,0.1,0.4,0.1
v1375,0.0,1.0,0.3,0.5,0.6,0.3,0.5,0.4
v1376,0.0,1.0,0.5,0.5,0.7,0.0,0.2,0.5
v1377,0.0,1.0,0.3,0.6,0.4,0.0,0.0,0.3
v1378,0.0,0.5,0.6,1.0,0.1,0.0,0.0,0.9
v1379,0.0,0.8,0.7,0.4,0.5,0.0,0.0,0.7
v1380,0.8,0.4,,,,,0.7,
v1381,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
v1382,0.2,0.1,0.1,0.0,0.1,1.0,0.1,0.0
v1383,0.1,0.8,0.8,0.3,0.3,0.1,0.5,0.7
v1384,0.8,0.0,0.1,0.1,0.3,0.3,,0.0
v1385,0.0,1.0,0.7,0.5,0.2,,,
v1386,0.9,0.2,0.5,0.2,0.4,0.4,0.7,0.2
v1387,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1388,0.5,0.6,0.6,0.6,0.6,0.8,0.4,0.5
v1389,0.1,0.5,0.7,0.3,0.4,0.2,0.2,0.3
v1390,0.3,0.2,0.6,0.5,0.4,0.5,0.5,0.5
v1391,0.0,0.8,0.5,0.5,0.5,0.0,0.0,0.5
v1392,0.2,0.5,0.5,0.5,0.4,0.4,0.2,0.5
v1393,0.7,0.6,0.6,0.6,0.5,0.1,0.4,0.6
v1394,0.8,0.1,0.6,0.4,0.5,0.3,0.5,0.2
v1395,0.2,0.8,0.8,0.3,0.2,0.2,0.2,0.8
v1396,0.2,0.4,0.7,0.3,0.5,0.2,0.2,0.4
v1397,0.0,1.0,0.9,1.0,0.5,0.5,0.3,0.9
v1398,0.0,0.7,0.6,0.7,0.3,0.0,0.2,0.7
v1399,0.1,0.8,0.8,0.7,0.5,0.3,0.4,0.3
v1400,1.0,0.3,0.3,0.2,0.5,0.0,0.3,0.2
v1401,1.0,0.0,,,0.5,,,
v1402,0.1,0.1,0.1,0.0,0.1,1.0,0.1,0.0
v1403,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
v1404,0.1,1.0,0.8,0.4,0.6,0.9,0.4,0.3
v1405,1.0,0.9,0.6,0.6,0.7,0.3,0.3,0.6
v1406,0.1,0.1,0.2,0.1,0.1,0.2,0.1,0.1
v1407,0.1,0.9,0.8,0.6,,0.3,,0.6
v1408,0.1,0.5,0.5,0.1,0.1,0.1,0.1,0.1
v1409,0.4,0.3,0.3,0.7,0.4,0.5,0.2,0.3
v1410,0.0,0.7,0.3,0.4,0.3,0.0,0.2,0.4
v1411,0.0,0.7,0.9,1.0,0.2,0.0,0.1,0.5
v1412,1.0,0.4,0.3,0.0,0.3,0.1,0.8,0.0
v1413,0.7,0.5,0.6,0.4,0.7,,,0.4
v1414,0.1,0.8,0.9,0.1,0.6,0.1,0.1,0.3
v1415,0.5,0.5,,,0.5,,,
v1416,1.0,0.0,0.0,0.0,0.5,0.2,0.7,0.1
v1417,1.0,0.0,0.1,0.1,0.5,0.1,0.7,0.1
v1418,0.4,0.1,0.3,,0.1,0.3,0.2,0.1
v1419,0.9,0.1,0.1,0.2,0.3,0.2,0.8,0.1
v1420,0.2,0.7,0.5,0.8,0.5,0.0,0.0,0.6
v1421,0.3,0.5,0.4,0.4,0.4,0.6,0.5,0.5
v1422,0.0,0.7,0.9,0.7,0.6,0.9,0.0,0.7
v1423,0.1,0.3,0.9,0.4,0.2,0.4,0.3,0.5
v1424,1.0,0.1,0.1,0.1,0.4,0.6,0.8,0.1
v1425,0.0,0.7,1.0,0.5,0.6,0.0,0.0,0.6
v1426,0.2,0.6,0.6,0.7,0.6,0.3,0.2,0.7
v1427,0.2,0.5,1.0,0.6,0.5,0.0,0.0,0.4
v1428,1.0,0.0,0.5,0.2,0.3,0.5,0.8,0.3
v1429,0.0,0.8,0.9,0.5,0.7,0.0,0.0,0.5
v1430,0.3,0.7,0.7,0.3,0.4,0.3,0.4,0.4
v1431,0.0,0.4,0.5,0.3,0.1,0.7,0.0,0.0
v1432,0.0,0.7,1.0,0.7,0.8,0.1,0.0,0.5
v1433,1.0,0.0,0.4,0.1,0.3,0.5,0.7,0.1
v1434,0.0,0.9,0.7,0.7,0.5,0.0,0.2,0.9
v1435,0.0,0.8,0.2,0.4,0.4,0.2,0.4,0.4
v1436,0.0,0.5,0.5,0.3,1.0,0.3,0.0,0.3
v1437,0.0,0.6,0.6,0.9,0.5,0.1,0.0,0.9
v1438,0.0,0.5,1.0,1.0,0.6,0.1,0.1,0.5
v1439,0.5,0.5,0.5,0.7,0.5,0.0,0.1,0.5
v1440,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
v1441,0.8,0.2,0.3,0.3,0.3,0.6,0.5,0.2
v1442,0.3,0.8,0.8,0.6,0.7,0.1,0.0,0.6
v1443,0.4,0.3,0.6,0.2,0.7,0.6,0.5,0.2
v1444,1.0,0.0,0.3,0.5,0.5,0.0,0.5,0.0
v1445,0.8,0.3,0.5,0.4,0.3,0.5,0.3,0.3
v1446,0.9,0.0,0.1,0.0,0.1,0.7,0.3,0.0
v1447,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1448,0.1,0.2,0.6,0.2,0.4,0.4,0.3,0.2
v1449,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0
v1450,0.1,0.9,0.6,0.3,0.4,0.3,0.5,0.2
