,A,B,C,D,E,F,G,H
v1215,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.8
v1216,0.0,1.0,0.6,0.3,0.5,0.6,0.0,0.1
v1217,0.0,0.7,0.7,0.0,0.4,0.5,0.0,0.4
v1218,0.5,0.1,0.5,0.5,0.8,0.5,0.5,0.5
v1219,0.0,0.0,0.8,0.0,0.7,0.0,0.0,1.0
v1220,1.0,0.0,0.4,0.8,0.5,0.7,0.6,0.7
v1221,,1.0,,0.0,0.0,,0.0,
v1222,0.2,0.8,0.9,0.0,0.0,0.9,0.0,0.4
v1223,0.6,0.0,0.0,0.1,0.4,0.0,0.4,
v1224,0.5,0.5,0.9,0.5,0.5,0.8,0.5,0.8
v1225,0.2,0.2,0.2,0.7,0.2,0.6,0.7,0.2
v1226,0.4,0.0,0.8,0.8,0.0,1.0,0.0,0.5
v1227,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v1228,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v1229,0.8,0.8,0.8,0.8,0.8,0.5,0.8,0.5
v1230,0.8,0.8,0.8,0.8,,,,
v1231,0.8,0.0,0.1,1.0,0.3,0.1,0.8,0.2
v1232,0.0,0.5,0.5,0.1,0.0,0.4,0.0,0.5
v1233,1.0,0.0,0.7,0.3,1.0,0.1,1.0,0.5
v1234,0.5,1.0,0.7,0.5,0.7,0.9,0.7,0.5
v1235,0.8,0.2,0.4,0.7,0.5,0.3,0.4,0.4
v1236,0.9,0.0,0.3,0.8,0.5,0.1,0.8,0.5
v1237,0.6,0.5,,0.0,0.1,0.7,0.0,0.7
v1238,0.3,0.9,1.0,0.2,0.9,0.9,0.6,0.1
v1239,0.6,0.0,0.5,0.5,0.5,0.5,0.5,0.5
v1240,0.8,0.0,0.1,0.1,0.8,0.1,0.2,0.2
v1241,0.2,1.0,1.0,0.9,0.5,0.3,0.0,0.7
v1242,0.5,0.4,0.4,0.1,0.4,0.9,0.6,0.5
v1243,0.7,0.5,0.3,0.6,0.3,0.5,0.5,0.4
v1244,0.6,0.1,0.8,0.8,0.2,0.5,0.2,0.6
v1245,0.6,0.0,0.1,0.7,0.5,0.1,0.7,0.3
v1246,0.7,0.1,0.6,0.0,0.9,0.4,0.7,0.5
v1247,0.4,0.4,0.4,0.6,0.5,0.4,0.5,0.5
v1248,0.8,0.0,0.4,0.3,0.9,0.1,0.4,0.4
v1249,0.8,0.0,0.2,0.3,0.6,0.0,0.5,0.3
v1250,0.0,1.0,0.8,0.0,,,,0.1
v1251,0.1,0.6,0.8,0.0,0.4,0.8,0.0,0.5
v1252,0.1,0.0,0.9,0.1,0.8,0.7,0.7,0.8
v1253,0.8,0.0,0.2,0.2,0.2,0.2,0.2,0.2
v1254,0.8,0.9,1.0,0.0,,0.8,0.0,
v1255,1.0,,1.0,,,,,
v1256,1.0,0.0,0.0,0.5,0.5,0.0,0.3,0.0
v1257,0.1,0.9,1.0,0.0,0.0,0.9,0.0,0.5
v1258,0.8,0.0,0.6,0.5,0.9,0.4,0.8,0.5
v1259,0.8,0.8,0.5,0.3,0.1,0.4,0.0,0.3
v1260,0.7,0.8,0.8,0.4,0.6,0.8,0.5,0.6
v1261,0.5,0.4,0.6,0.0,0.4,0.6,0.3,0.6
v1262,0.5,0.0,0.3,0.1,0.9,0.1,0.5,0.9
v1263,0.7,0.0,0.0,0.8,0.7,0.0,0.5,0.5
v1264,0.9,0.0,0.4,0.8,1.0,0.3,0.4,0.8
v1265,0.1,0.2,0.9,0.0,0.3,0.9,0.0,0.5
v1266,1.0,0.0,0.5,0.9,0.9,0.0,,0.6
v1267,0.4,0.1,0.1,0.0,0.4,0.4,0.4,0.4
v1268,1.0,0.0,0.2,0.5,0.7,0.0,0.7,0.2
v1269,0.5,0.0,0.6,0.5,1.0,0.0,0.0,0.9
v1270,0.7,0.9,0.7,0.0,0.3,0.3,0.0,0.5
v1271,0.6,0.8,0.8,0.0,0.0,0.8,0.5,0.0
v1272,0.7,0.7,0.7,0.0,0.3,0.5,0.0,0.8
v1273,0.4,0.3,0.7,0.2,0.4,0.7,0.1,0.8
v1274,1.0,0.0,0.1,0.8,0.6,0.1,0.9,0.2
v1275,0.1,0.7,0.8,0.1,0.6,0.8,0.1,0.3
v1276,1.0,0.0,0.8,0.9,0.9,0.0,1.0,0.8
v1277,0.5,0.1,0.1,0.2,1.0,0.3,0.7,0.4
v1278,0.8,0.0,0.5,0.3,0.7,0.6,0.3,0.8
v1279,0.1,0.5,0.9,0.1,0.5,0.8,0.1,0.4
v1280,0.9,0.0,0.1,1.0,0.5,0.1,0.5,0.5
v1281,0.9,0.5,0.6,0.5,0.6,0.7,1.0,0.6
v1282,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v1283,0.7,0.0,0.9,0.2,0.2,0.6,0.0,0.6
v1284,1.0,0.0,0.1,0.8,0.6,0.1,0.9,0.4
v1285,0.8,0.0,0.4,0.4,0.9,0.4,0.4,0.5
v1286,0.7,0.9,0.9,0.5,0.5,0.9,0.0,0.6
v1287,0.9,0.0,0.2,0.7,0.4,0.2,0.5,0.3
v1288,0.9,0.0,0.0,0.6,0.5,0.0,0.7,0.5
v1289,0.7,0.2,0.2,0.3,,,0.7,0.5
v1290,0.7,0.0,0.1,0.9,0.9,0.1,0.7,0.8
v1291,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5
v1292,0.0,0.7,0.8,0.0,0.0,0.8,0.0,0.0
v1293,0.4,0.0,1.0,0.0,0.6,0.7,0.0,0.7
v1294,0.6,0.0,0.9,0.5,0.5,0.6,0.6,0.8
v1295,0.5,0.0,0.6,0.2,0.3,0.1,0.2,0.2
v1296,0.9,0.5,0.5,0.6,0.6,0.3,0.6,0.4
v1297,0.9,0.0,0.1,1.0,0.7,0.0,0.9,0.2
v1298,,0.0,,,,,,
v1299,0.8,0.0,0.9,0.3,0.4,0.0,0.3,0.0
v1300,0.8,0.5,0.9,0.4,0.2,0.5,0.3,0.7
v1301,0.5,0.7,0.9,0.5,0.8,0.5,0.0,0.5
v1302,1.0,0.0,0.6,0.9,0.9,0.0,0.9,0.4
v1303,1.0,0.0,0.0,0.9,0.7,0.0,0.7,0.0
v1304,0.6,0.0,0.7,0.4,0.8,0.2,0.5,0.5
v1305,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v1306,0.9,0.9,1.0,,0.5,0.0,0.9,
v1307,0.8,0.2,0.7,0.6,0.7,0.5,0.6,0.8
v1308,0.7,0.8,0.7,0.0,0.5,0.5,0.0,0.5
v1309,0.2,0.8,0.7,0.0,0.0,0.7,0.0,0.5
v1310,0.7,0.2,0.6,0.3,0.5,0.5,0.5,0.5
v1311,1.0,0.1,0.6,0.7,0.8,0.3,0.9,0.6
v1312,0.6,0.0,0.7,0.2,0.9,0.2,0.6,0.2
v1313,0.4,0.0,0.9,0.0,0.0,0.8,0.1,0.7
v1314,0.8,0.1,0.8,0.1,0.5,0.1,0.1,0.5
v1315,0.3,0.3,0.3,0.3,0.3,0.3,0.0,0.3
v1316,,1.0,1.0,,,,,
v1317,1.0,0.0,0.0,0.6,0.6,0.0,0.6,0.0
v1318,0.5,0.8,0.9,0.0,0.2,0.9,0.0,0.7
v1319,0.3,0.8,0.8,0.0,0.4,0.6,0.0,0.6
v1320,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0
v1321,0.1,0.0,0.8,0.0,0.5,0.8,0.0,0.8
v1322,0.9,0.0,0.0,0.8,0.5,0.0,0.8,0.5
v1323,0.8,0.1,0.9,0.1,0.5,0.8,0.5,0.5
v1324,0.8,0.1,0.5,0.5,0.7,0.6,0.9,0.3
v1325,0.1,0.6,1.0,0.7,0.2,0.2,0.1,0.2
v1326,0.0,0.6,0.9,0.0,0.6,0.9,0.0,0.6
v1327,0.6,0.0,0.3,0.6,0.4,0.0,0.8,0.4
v1328,0.9,0.0,0.0,0.5,0.5,0.5,0.5,0.5
v1329,0.2,0.8,0.8,0.2,0.2,0.8,0.1,0.7
v1330,,0.6,0.9,0.2,0.5,0.9,0.2,0.8
v1331,0.9,0.0,0.1,0.9,0.6,0.1,0.8,0.2
v1332,0.8,0.0,0.1,1.0,0.6,0.0,0.9,0.3
v1333,0.9,0.0,0.5,0.1,0.7,0.1,0.1,0.8
v1334,0.5,0.0,0.1,1.0,0.4,0.1,0.9,0.2
v1335,0.5,1.0,0.8,0.5,0.5,0.9,0.5,0.8
v1336,0.7,0.0,0.0,1.0,0.3,0.0,1.0,0.0
v1337,0.8,0.8,0.7,0.6,0.6,0.6,0.5,0.5
v1338,,1.0,1.0,,,,0.0,
v1339,0.5,0.5,0.5,0.0,0.0,0.2,0.0,0.2
v1340,0.6,1.0,0.6,0.6,0.6,0.6,0.6,0.6
v1341,0.9,0.0,0.8,1.0,0.8,0.0,0.8,0.8
v1342,0.9,0.1,0.8,0.9,0.9,0.8,0.9,0.9
v1343,0.9,0.0,0.2,0.8,0.5,0.2,0.8,0.6
v1344,1.0,0.1,0.1,1.0,0.5,0.2,0.9,0.5
v1345,1.0,0.0,0.0,0.9,0.8,0.0,0.9,0.5
v1346,1.0,0.0,0.4,0.9,0.7,0.1,1.0,0.3
v1347,0.2,0.0,0.7,0.1,0.5,0.5,0.0,0.7
v1348,0.7,0.0,0.4,0.5,0.8,0.0,0.7,0.3
v1349,0.7,0.0,0.7,0.1,0.5,0.0,0.6,0.5
v1350,0.0,0.9,0.9,0.0,0.0,0.9,0.0,0.5
v1351,0.6,0.2,0.7,0.5,0.3,0.3,0.3,0.8
v1352,0.9,0.0,0.5,0.8,0.6,0.8,0.6,1.0
v1353,0.8,0.1,0.1,0.2,0.3,0.1,0.1,0.3
v1354,1.0,0.3,0.3,0.7,1.0,0.3,1.0,0.3
v1355,0.6,0.0,0.3,0.4,0.6,0.2,0.5,0.5
v1356,0.9,0.0,0.6,0.3,0.8,0.3,0.3,0.5
v1357,0.1,1.0,0.6,0.3,0.0,0.7,0.0,0.5
v1358,0.4,0.2,0.9,0.1,0.5,0.7,0.5,0.8
v1359,0.5,0.8,1.0,0.2,0.5,0.8,0.2,0.6
v1360,0.7,0.0,0.2,0.9,0.6,0.1,0.8,0.3
v1361,0.9,0.1,0.2,0.8,0.7,0.1,0.5,0.1
v1362,0.4,0.2,0.9,0.0,0.5,0.8,0.0,0.9
v1363,0.8,0.0,0.5,0.5,0.6,0.3,0.9,
v1364,1.0,0.0,0.7,0.8,0.8,0.6,0.9,0.7
v1365,0.8,0.0,0.7,0.5,0.5,0.6,0.6,0.5
v1366,0.8,0.0,0.0,0.6,0.3,0.0,1.0,0.2
v1367,1.0,0.0,0.8,0.3,0.9,0.3,0.5,0.5
v1368,0.5,0.8,0.8,0.8,0.0,0.7,0.3,0.3
v1369,0.8,1.0,1.0,0.6,0.5,0.8,0.0,0.6
v1370,0.6,0.3,0.8,0.3,0.1,0.9,0.0,0.9
v1371,0.3,0.0,0.6,0.3,0.7,0.3,0.3,0.8
v1372,0.5,0.6,0.7,0.4,0.2,0.8,0.0,0.4
v1373,1.0,0.0,0.0,0.9,0.1,0.1,0.9,0.0
v1374,1.0,0.3,0.5,0.6,0.8,0.1,0.1,0.7
v1375,1.0,0.0,0.2,0.5,0.6,0.0,0.5,0.2
v1376,0.3,1.0,1.0,0.0,0.0,0.1,0.1,0.0
v1377,0.3,1.0,0.9,0.5,0.0,0.6,0.0,0.2
v1378,1.0,0.0,0.2,0.5,0.5,0.0,0.5,0.2
v1379,0.5,0.0,0.7,0.2,1.0,0.3,0.3,0.5
v1380,0.0,0.6,0.9,0.4,0.4,0.4,0.0,0.4
v1381,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v1382,0.9,0.2,0.5,0.8,0.8,0.6,0.6,0.6
v1383,0.9,0.1,0.3,0.1,0.8,0.2,0.7,0.4
v1384,0.4,0.5,0.9,0.3,0.5,1.0,0.0,0.9
v1385,0.2,0.9,1.0,0.0,0.2,0.2,0.0,0.2
v1386,0.5,0.0,0.2,0.7,0.6,0.0,0.5,0.3
v1387,0.8,0.7,0.8,0.1,0.2,0.5,0.4,0.5
v1388,0.7,0.0,0.2,0.9,0.6,0.0,0.7,0.4
v1389,0.9,0.3,0.5,0.6,0.7,0.5,0.8,0.5
v1390,0.0,0.0,0.9,0.0,0.0,0.8,0.0,0.7
v1391,1.0,0.2,0.1,0.9,,0.3,0.6,0.3
v1392,0.1,0.9,0.8,0.0,0.0,0.7,0.0,0.3
v1393,1.0,0.0,0.5,0.5,0.5,0.3,0.9,0.3
v1394,0.6,0.8,0.9,0.0,0.1,0.8,0.0,0.7
v1395,0.0,0.8,1.0,0.0,0.0,0.9,0.0,0.5
v1396,0.8,0.8,0.8,0.6,0.6,0.8,0.6,0.5
v1397,1.0,0.0,0.0,0.7,0.8,0.0,0.7,0.0
v1398,0.5,0.0,0.8,0.0,0.7,0.8,0.0,0.7
v1399,0.2,0.9,0.8,0.0,0.2,0.6,0.0,0.5
v1400,0.7,0.6,0.8,0.0,0.2,0.9,0.1,0.4
v1401,0.1,0.0,0.1,0.6,0.1,0.0,0.5,0.1
v1402,0.8,0.0,0.2,0.4,0.6,0.4,0.7,0.6
v1403,0.9,0.0,0.6,0.4,0.8,0.6,0.2,1.0
v1404,0.7,0.8,0.5,0.7,0.2,0.3,0.0,0.3
v1405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1406,0.3,0.3,0.9,0.0,0.7,0.4,0.3,0.4
v1407,0.6,0.4,0.8,0.3,0.7,0.7,0.5,0.9
v1408,1.0,0.0,0.1,0.6,0.8,0.1,0.7,0.6
v1409,0.5,0.1,0.9,0.0,0.7,0.6,0.2,0.8
v1410,0.3,1.0,0.5,0.2,0.5,1.0,0.7,0.3
v1411,0.5,0.5,0.8,0.3,0.5,0.9,0.0,0.2
v1412,0.2,0.4,0.3,0.0,0.1,0.0,0.1,0.3
v1413,1.0,0.0,0.8,0.8,0.7,0.3,0.5,0.8
v1414,0.6,0.0,0.7,0.1,0.9,0.5,0.5,0.9
v1415,0.7,0.5,0.8,0.2,0.5,0.7,0.2,0.8
v1416,0.5,0.1,0.7,0.5,0.7,0.3,0.8,0.9
v1417,1.0,0.0,0.0,0.3,0.3,0.0,0.1,0.1
v1418,0.3,0.7,0.8,0.3,0.1,0.9,0.0,0.5
v1419,1.0,0.0,0.0,0.8,0.0,0.0,0.7,0.0
v1420,0.5,0.0,0.7,0.0,0.6,0.0,0.0,0.8
v1421,0.6,0.2,0.8,0.1,0.2,0.4,0.0,0.4
v1422,0.7,0.3,0.5,0.5,0.6,0.5,0.5,0.6
v1423,0.2,0.3,0.9,0.2,0.6,0.5,0.3,0.4
v1424,1.0,0.0,0.2,0.2,0.9,0.6,0.6,0.7
v1425,0.6,0.8,0.8,0.3,0.4,0.8,0.5,0.6
v1426,0.8,0.0,0.8,0.0,0.8,0.5,0.0,0.8
v1427,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
v1428,0.4,0.0,0.0,0.8,0.6,0.0,0.8,0.2
v1429,0.3,0.3,0.7,0.2,0.5,0.5,0.1,0.5
v1430,0.6,0.3,0.9,0.3,0.9,0.7,0.7,1.0
v1431,0.9,0.4,0.6,0.5,0.6,0.6,0.7,0.6
v1432,0.4,1.0,0.9,0.0,0.6,0.7,0.1,0.7
v1433,0.8,0.0,0.1,0.9,0.6,0.0,1.0,0.4
v1434,0.5,0.2,0.9,0.1,0.5,0.7,0.0,0.7
v1435,1.0,,0.4,0.3,0.5,,0.4,0.5
v1436,0.4,1.0,0.4,0.2,0.0,0.3,0.0,
v1437,0.9,0.0,0.7,0.3,0.7,0.5,0.2,0.5
v1438,0.6,0.9,1.0,0.5,0.5,0.8,0.5,0.8
v1439,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5
v1440,0.7,0.0,0.7,0.7,0.7,0.0,0.7,0.7
v1441,0.8,0.0,0.3,0.0,0.5,0.3,0.5,0.3
v1442,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v1443,0.7,0.0,0.7,0.0,0.6,0.7,0.2,0.8
v1444,0.7,0.7,0.7,0.5,0.5,0.5,0.0,0.5
v1445,1.0,0.0,0.6,0.5,0.9,0.0,0.8,0.7
v1446,1.0,0.0,0.0,0.7,0.7,0.0,0.7,0.0
v1447,0.8,0.4,0.2,0.3,0.4,0.3,0.5,0.2
v1448,,,,,1.0,,,
v1449,0.0,0.8,0.8,0.0,0.0,0.8,0.0,0.3
v1450,0.6,0.0,0.5,0.4,0.6,0.3,0.6,0.5
v1451,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
v1452,0.5,0.9,0.9,0.2,0.2,0.8,0.1,0.2
v1453,1.0,0.0,0.6,0.8,0.6,0.1,0.8,0.5
v1454,0.1,0.7,0.9,0.0,0.2,1.0,0.0,0.5
v1455,0.9,0.0,0.7,0.7,0.8,0.7,0.8,0.7
v1456,0.8,0.0,,,0.6,0.0,0.8,0.1
v1457,0.6,0.9,0.9,0.0,0.0,0.7,0.0,0.7
v1458,0.1,1.0,0.9,0.0,0.0,0.9,0.0,0.8
v1459,0.6,0.5,0.7,0.0,0.3,0.5,0.0,0.6
v1460,0.9,0.5,0.7,0.5,0.5,0.7,0.6,0.9
v1461,0.3,0.2,0.6,0.0,0.2,0.7,0.0,0.7
v1462,0.5,0.0,0.8,0.1,0.9,0.5,0.6,0.9
v1463,1.0,0.0,0.1,0.8,0.5,0.1,0.6,0.3
v1464,0.7,0.4,0.7,0.1,0.6,0.7,0.6,0.8
v1465,0.8,0.0,0.5,0.2,1.0,0.2,0.8,0.2
v1466,0.2,0.7,0.7,0.0,0.3,0.6,0.0,0.0
v1467,0.1,0.4,1.0,0.0,0.3,0.9,0.0,0.7
v1468,0.9,0.0,0.0,1.0,0.4,0.0,1.0,0.0
v1469,0.8,0.8,0.8,0.8,0.2,0.7,0.0,0.2
v1470,1.0,0.0,0.0,0.9,0.8,0.0,0.8,0.0
v1471,0.7,0.9,0.7,0.5,0.5,0.3,0.0,0.5
v1472,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v1473,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
v1474,0.2,0.5,0.7,0.0,0.0,0.6,0.0,0.5
v1475,0.7,0.0,0.1,0.6,0.8,0.0,1.0,0.1
v1476,0.9,0.0,0.6,0.3,0.8,0.2,0.8,0.6
v1477,0.3,0.5,0.9,1.0,0.2,0.8,0.0,0.2
v1478,0.3,1.0,0.8,0.0,0.0,0.7,0.0,0.5
v1479,0.7,0.5,0.3,0.6,0.5,0.2,0.6,0.6
v1480,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v1481,0.9,0.0,0.0,0.9,0.8,0.0,0.6,0.0
v1482,0.9,0.0,0.0,0.1,0.9,0.0,0.0,0.0
v1483,0.7,0.0,0.4,0.2,0.8,0.0,0.7,0.9
v1484,,0.0,0.3,,0.3,0.0,,0.7
v1485,0.0,,0.1,0.9,0.1,,,
v1486,0.9,0.1,0.3,0.8,0.7,0.5,0.7,0.7
v1487,0.8,0.9,0.6,0.1,0.2,0.8,0.0,0.7
v1488,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v1489,0.0,1.0,1.0,0.0,0.0,0.8,0.0,0.0
v1490,0.9,0.0,0.1,1.0,0.6,0.1,0.9,
v1491,1.0,0.0,0.1,1.0,0.8,0.1,0.9,0.7
v1492,0.9,0.0,0.0,0.5,0.6,0.0,0.8,0.7
v1493,0.5,0.8,1.0,0.0,0.0,0.8,0.0,0.5
v1494,0.0,0.9,0.9,0.2,0.0,0.8,0.0,0.7
v1495,1.0,0.0,0.0,0.3,0.2,0.0,0.8,0.3
v1496,0.9,0.0,0.3,0.3,0.5,0.3,0.5,0.5
v1497,0.6,0.6,1.0,0.0,0.5,0.9,0.0,0.9
v1498,0.9,0.0,0.5,0.5,0.7,0.5,0.7,0.6
v1499,0.9,0.3,0.4,0.6,0.7,0.6,0.7,0.6
v1500,0.4,0.0,1.0,0.0,0.2,0.8,0.0,0.7
v1501,0.7,0.7,0.9,0.1,0.6,0.7,0.1,0.8
v1502,0.7,0.4,0.4,0.6,0.7,0.4,0.7,0.5
v1503,0.3,0.8,0.9,0.0,0.0,0.9,0.0,0.3
v1504,0.7,0.0,0.5,0.5,0.8,0.3,0.6,0.7
v1505,0.8,0.9,0.9,0.7,0.5,0.7,0.0,0.6
v1506,0.9,0.5,0.8,0.0,0.4,0.6,0.3,0.6
v1507,1.0,,,,,,,
v1508,0.5,0.1,0.4,0.0,0.1,0.0,0.0,0.8
v1509,0.2,0.5,0.2,0.0,0.0,0.1,0.0,0.0
v1510,1.0,0.0,0.4,0.7,0.9,0.5,0.8,
v1511,0.9,0.5,0.6,0.2,0.0,0.2,0.0,0.0
v1512,0.5,0.8,0.7,0.5,0.5,0.5,0.5,0.5
v1513,0.2,0.0,0.0,0.2,0.0,0.0,0.3,0.0
v1514,0.5,0.8,0.8,0.1,0.6,0.4,0.0,0.8
v1515,0.8,0.5,0.8,0.5,,0.7,0.7,0.8
v1516,0.8,0.0,0.5,0.5,0.9,0.1,0.8,0.5
v1517,0.7,0.8,0.7,0.9,0.2,0.0,0.8,0.0
v1518,0.8,0.1,0.9,0.5,0.6,0.3,0.0,0.5
v1519,1.0,0.5,0.8,0.9,0.9,0.6,0.8,0.7
v1520,1.0,1.0,0.5,0.5,0.0,0.7,0.1,0.1
v1521,0.1,0.5,0.8,0.0,0.2,1.0,0.0,0.8
v1522,0.9,0.8,0.8,0.7,0.7,0.5,0.5,0.6
v1523,0.7,0.0,0.2,0.8,0.3,0.1,0.6,0.2
v1524,0.0,1.0,0.7,0.2,0.0,0.0,0.0,0.0
v1525,0.9,0.0,0.5,0.0,1.0,0.5,0.9,0.5
v1526,0.3,0.0,0.8,0.0,0.8,1.0,0.1,0.7
v1527,1.0,0.0,0.2,0.7,0.7,0.6,0.3,0.6
v1528,0.7,0.3,0.5,0.5,0.5,0.4,0.3,0.5
v1529,0.8,0.9,0.3,0.3,0.5,0.5,0.9,0.3
v1530,1.0,0.0,0.6,0.8,0.8,0.3,0.9,0.6
v1531,0.9,0.0,0.0,0.6,0.9,0.0,0.6,0.0
v1532,0.8,1.0,1.0,0.0,0.0,0.9,0.0,0.8
v1533,1.0,0.5,0.9,0.7,0.9,0.5,0.9,0.9
v1534,1.0,0.8,0.2,0.7,0.2,0.5,0.5,0.5
v1535,0.3,0.0,0.9,0.1,0.5,0.7,0.1,0.9
v1536,0.4,0.0,0.0,0.0,0.5,0.3,0.3,0.2
v1537,1.0,0.0,0.0,1.0,0.7,0.0,1.0,0.4
v1538,0.5,0.8,0.6,0.1,0.6,0.5,0.1,1.0
v1539,0.0,0.9,0.8,0.0,0.0,0.9,0.0,0.5
v1540,0.2,0.7,0.7,0.1,0.2,0.3,0.0,0.4
v1541,0.9,0.1,0.7,0.7,0.3,0.7,0.7,0.6
v1542,0.1,1.0,0.9,0.0,0.0,0.9,0.0,0.2
v1543,0.5,1.0,0.8,0.7,0.0,0.7,0.0,0.0
v1544,0.6,0.7,0.4,0.3,0.5,0.8,0.2,0.4
v1545,0.9,0.5,1.0,0.2,0.8,0.8,0.6,0.7
v1546,0.8,0.1,0.7,0.8,0.8,0.2,0.5,0.5
v1547,0.9,0.0,0.7,0.5,0.5,0.2,0.6,0.5
v1548,0.4,0.7,1.0,0.2,0.5,0.7,0.1,0.7
v1549,0.1,0.5,1.0,0.1,0.3,0.8,0.0,0.6
v1550,0.4,0.8,0.8,0.8,0.8,0.6,0.0,0.4
v1551,0.1,1.0,0.9,0.0,0.5,0.4,0.1,0.4
v1552,0.5,0.0,0.5,0.5,0.5,0.1,0.5,0.5
v1553,0.3,0.6,1.0,0.0,0.3,0.8,0.2,0.6
v1554,0.5,0.7,0.7,0.2,0.2,0.7,0.0,0.3
v1555,1.0,0.0,0.2,0.2,0.2,0.6,0.9,0.2
v1556,1.0,0.0,0.9,0.5,0.9,0.6,0.6,0.6
v1557,0.6,1.0,1.0,0.0,0.0,1.0,0.0,0.0
v1558,0.7,0.2,0.5,0.7,0.3,0.2,0.0,0.5
v1559,0.8,0.9,0.8,0.2,0.3,0.7,0.2,0.2
v1560,0.8,0.0,0.1,0.9,0.2,0.1,0.6,0.3
v1561,0.6,0.9,0.6,0.5,0.5,0.6,0.6,0.5
v1562,0.8,0.0,0.6,0.7,0.6,1.0,0.6,0.7
v1563,1.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0
v1564,0.3,0.0,0.0,0.5,0.2,0.0,0.2,0.2
v1565,0.2,0.3,1.0,0.0,0.3,1.0,0.0,0.5
v1566,0.7,0.9,1.0,0.4,0.7,0.7,0.5,0.7
v1567,0.6,0.6,0.7,0.5,0.4,0.8,0.3,0.8
v1568,0.8,0.5,0.3,0.6,0.7,0.6,0.6,0.6
v1569,1.0,0.0,0.4,0.2,0.7,0.3,0.8,0.1
v1570,0.9,0.2,0.8,0.1,0.8,0.8,0.7,0.5
v1571,0.7,0.0,0.5,0.0,0.8,0.1,0.5,0.8
v1572,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v1573,0.6,0.9,0.4,0.8,0.1,0.7,0.2,0.5
v1574,0.6,0.6,0.5,0.2,0.4,0.6,0.0,0.4
v1575,1.0,0.0,0.1,1.0,0.2,0.0,0.8,0.1
v1576,0.6,0.0,0.8,0.5,0.9,0.8,0.5,0.9
v1577,0.7,0.5,0.9,0.0,0.0,0.5,0.0,0.5
v1578,,,,0.0,,,,
v1579,0.4,0.8,0.7,0.5,0.5,0.5,0.4,1.0
v1580,0.5,0.5,0.9,0.4,0.1,,0.0,
v1581,0.8,1.0,0.9,0.4,0.4,0.9,0.0,0.5
v1582,1.0,0.0,0.0,0.0,0.7,0.0,0.9,0.5
v1583,0.9,0.3,0.8,0.8,0.7,0.5,0.8,0.7
v1584,0.7,0.0,0.8,0.1,0.4,0.5,0.1,0.8
v1585,1.0,0.0,0.5,0.3,1.0,0.1,0.4,0.6
v1586,1.0,,,,,,,
v1587,0.9,0.8,0.8,0.9,0.8,0.7,0.7,0.6
v1588,0.8,,,,,,,
v1589,1.0,0.0,0.1,0.8,0.8,0.2,0.6,0.1
v1590,0.0,1.0,0.9,0.0,0.3,0.8,0.0,0.7
v1591,0.3,0.5,0.5,0.0,0.5,0.5,0.0,0.5
v1592,0.9,0.1,0.6,0.3,0.9,0.3,0.5,0.3
v1593,0.8,0.0,0.2,0.5,0.5,0.1,0.9,0.5
v1594,0.2,0.9,0.8,0.2,0.1,0.7,0.2,0.4
v1595,,0.0,0.2,0.4,0.7,0.2,0.9,0.6
v1596,0.5,0.5,0.5,0.5,0.5,0.5,0.1,0.5
v1597,0.8,0.0,0.0,0.1,1.0,0.0,0.5,0.0
v1598,0.5,0.6,1.0,0.0,0.0,0.9,0.0,0.7
v1599,0.5,0.9,0.9,0.1,0.0,0.5,0.0,0.5
v1600,1.0,0.5,0.2,1.0,0.2,0.1,0.1,0.4
v1601,0.7,0.0,0.0,0.9,0.4,0.0,,0.3
v1602,1.0,0.0,0.1,0.8,0.8,0.0,0.8,0.1
v1603,0.9,0.0,0.7,0.6,0.6,0.1,0.8,0.6
v1604,0.9,0.0,0.2,0.8,0.5,0.0,0.7,0.2
v1605,0.7,0.3,0.6,0.5,0.9,0.5,0.7,0.7
v1606,0.7,0.0,0.7,0.6,0.8,0.0,0.7,0.6
v1607,0.9,0.0,0.2,0.9,0.6,0.1,1.0,0.5
v1608,0.8,1.0,0.8,0.1,0.0,1.0,0.0,0.1
v1609,0.2,0.9,0.8,0.1,0.5,0.8,0.0,0.5
v1610,,,,,0.8,,,
v1611,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
