,A,B,C,D,E,F,G,H,I
v1081,0.7,0.0,0.9,0.5,0.3,0.4,0.0,0.8,0.7
v1082,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.8
v1083,0.7,0.0,0.6,0.5,0.0,0.5,0.0,0.6,0.9
v1084,0.7,0.2,0.0,0.5,0.6,0.0,0.3,0.0,1.0
v1085,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
v1086,0.0,0.9,0.0,0.0,0.2,0.0,0.1,0.0,0.0
v1087,0.7,0.0,0.6,0.6,0.3,0.5,0.5,0.5,0.5
v1088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9
v1089,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
v1090,1.0,0.0,0.9,0.8,0.0,0.6,0.0,0.9,0.6
v1091,1.0,0.0,1.0,0.6,0.0,1.0,0.0,1.0,1.0
v1092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1093,0.0,0.0,0.6,0.1,0.1,0.0,0.0,0.0,0.6
v1094,0.0,1.0,0.0,0.0,0.5,0.0,0.7,0.0,0.0
v1095,1.0,0.0,0.7,0.6,0.3,0.3,0.0,0.7,0.8
v1096,0.7,0.7,0.3,0.7,0.8,0.3,0.5,0.3,0.5
v1097,0.9,0.0,0.4,0.5,0.0,0.8,0.0,0.4,0.5
v1098,1.0,0.0,1.0,0.3,0.0,0.8,0.0,1.0,1.0
v1099,0.7,0.3,0.9,0.4,0.3,0.9,0.3,0.8,0.3
v1100,0.7,0.3,0.2,0.6,0.1,0.3,0.2,0.5,0.8
v1101,0.4,1.0,0.0,0.6,0.8,0.8,0.5,0.0,0.6
v1102,0.0,1.0,0.0,0.0,0.5,0.0,0.6,0.0,0.0
v1103,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
v1104,0.4,0.0,0.4,0.3,0.3,0.1,0.0,0.4,0.4
v1105,0.4,1.0,0.0,0.0,0.0,,,0.0,0.0
v1106,0.9,0.7,0.3,0.3,0.3,0.4,0.3,0.3,0.7
v1107,0.3,0.0,0.3,0.1,0.0,0.1,0.0,0.0,0.1
v1108,1.0,0.0,0.0,0.7,0.4,0.3,0.3,0.0,0.6
v1109,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
v1110,0.5,0.3,0.3,0.6,0.5,0.4,0.5,0.3,0.2
v1111,0.5,,0.7,0.4,0.2,0.7,0.0,0.7,1.0
v1112,1.0,0.0,1.0,1.0,0.0,0.6,0.0,1.0,1.0
v1113,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
v1114,0.7,0.4,0.0,0.2,0.4,0.0,0.0,0.0,0.2
v1115,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1116,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0
v1117,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
v1118,0.3,0.1,0.7,0.4,0.6,0.2,0.2,0.8,0.3
v1119,0.5,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.5
v1120,0.0,0.9,0.0,0.0,0.5,0.0,0.7,0.2,0.2
v1121,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
v1122,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2
v1123,0.6,0.6,0.0,0.5,0.5,0.0,0.5,0.0,0.3
v1124,0.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0
v1125,0.4,0.1,0.5,0.7,0.0,0.0,0.0,0.4,1.0
v1126,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.8,0.7
v1127,0.0,1.0,0.0,0.0,0.7,0.0,0.8,0.0,0.0
v1128,0.5,0.1,0.5,0.4,0.4,0.5,0.3,0.5,0.6
v1129,0.6,0.0,1.0,0.6,0.1,0.3,0.0,1.0,0.7
v1130,0.5,0.0,0.7,0.7,0.2,0.6,0.0,0.7,1.0
v1131,0.7,0.0,0.8,0.7,0.3,0.3,0.0,0.8,1.0
v1132,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v1133,0.3,0.0,1.0,0.3,0.0,0.6,0.0,1.0,0.4
v1134,1.0,0.0,0.0,0.7,0.5,0.2,0.7,0.0,0.6
v1135,0.0,0.0,0.1,0.7,0.0,0.0,0.0,0.0,0.5
v1136,0.0,1.0,0.0,0.3,0.6,0.3,0.8,0.0,0.4
v1137,1.0,0.6,0.5,1.0,0.6,0.9,0.3,0.5,1.0
v1138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1139,1.0,0.0,0.5,0.7,0.2,0.4,0.2,0.5,0.8
v1140,0.5,0.1,0.1,0.5,0.0,0.1,0.0,0.4,0.5
v1141,0.4,0.6,0.6,0.9,1.0,0.2,0.6,0.1,0.4
v1142,0.3,0.8,0.7,1.0,1.0,0.8,0.7,0.3,1.0
v1143,1.0,0.0,0.7,0.6,0.0,0.7,0.0,0.7,1.0
v1144,0.5,1.0,0.0,0.7,0.6,0.0,0.7,0.0,0.3
v1145,0.4,0.5,0.6,0.3,0.8,0.5,0.5,0.8,0.7
v1146,0.9,0.0,1.0,0.3,0.0,1.0,0.0,1.0,0.9
v1147,0.0,1.0,0.0,0.1,1.0,0.0,1.0,0.0,0.0
v1148,0.5,0.0,1.0,0.3,0.3,0.7,0.0,1.0,0.7
v1149,0.0,0.7,0.0,0.0,1.0,0.0,0.8,0.0,0.0
v1150,0.9,0.2,0.5,0.5,0.3,0.6,0.3,0.5,0.5
v1151,1.0,0.0,0.3,0.6,0.0,0.0,0.0,0.3,1.0
v1152,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1153,0.5,0.8,0.0,0.0,0.5,0.0,0.3,0.0,0.5
v1154,0.8,0.0,1.0,0.3,0.0,1.0,0.0,0.8,0.8
v1155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1156,0.7,0.0,0.6,0.6,0.1,0.6,0.2,0.5,0.8
v1157,0.8,0.8,0.2,0.4,0.7,0.0,0.5,0.2,0.7
v1158,0.1,1.0,0.0,0.7,0.9,0.3,1.0,0.0,0.3
v1159,0.8,1.0,0.1,0.3,0.1,0.0,0.5,0.2,0.3
v1160,0.8,0.3,0.3,0.6,0.2,0.2,0.1,0.3,0.4
v1161,0.5,0.0,1.0,0.5,0.0,0.5,0.0,1.0,0.5
v1162,0.8,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
v1163,0.8,0.0,0.7,0.9,0.0,0.6,0.0,0.7,1.0
v1164,1.0,0.0,1.0,0.4,0.0,0.8,0.0,0.7,1.0
v1165,0.3,0.3,0.1,0.2,0.1,0.2,0.1,0.2,0.2
v1166,0.7,0.5,0.3,0.6,0.6,0.5,0.6,0.3,0.6
v1167,1.0,0.0,1.0,0.5,0.0,1.0,0.0,1.0,1.0
v1168,0.5,0.0,0.5,0.6,,0.0,0.0,0.5,0.6
v1169,0.0,1.0,0.0,0.4,0.9,0.0,1.0,0.0,0.1
v1170,0.7,0.1,0.3,0.4,0.3,0.5,0.3,0.4,0.7
v1171,0.6,0.0,0.6,0.9,0.2,0.6,0.0,0.9,0.8
v1172,0.5,0.0,0.5,0.6,0.3,0.7,0.1,0.6,0.8
v1173,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
v1174,1.0,0.0,0.5,0.8,0.5,0.6,0.3,0.6,0.8
v1175,0.9,0.4,0.4,0.5,0.5,0.4,0.3,0.3,0.4
v1176,0.8,0.2,0.7,0.4,0.3,0.2,0.2,0.7,0.6
v1177,0.5,0.1,0.8,0.2,0.3,0.5,0.2,0.9,0.5
v1178,0.7,0.3,0.5,0.6,0.3,0.9,0.3,0.4,0.7
v1179,0.5,0.0,0.7,0.3,0.3,0.8,0.0,0.7,0.7
v1180,0.7,0.0,0.8,0.6,0.4,0.5,0.3,0.8,0.5
v1181,0.8,0.0,0.8,0.9,0.0,0.8,0.0,0.8,1.0
v1182,0.0,0.0,0.9,0.8,0.0,0.7,0.0,1.0,0.3
v1183,1.0,0.5,0.0,0.8,0.0,0.5,0.0,0.5,0.8
v1184,0.0,0.0,0.5,0.4,,0.0,0.0,0.6,
v1185,0.7,0.5,0.0,0.0,0.8,0.0,0.6,0.0,0.7
v1186,0.2,0.5,0.8,0.6,0.6,0.2,0.2,0.9,0.5
v1187,0.2,1.0,0.0,0.2,0.1,0.0,0.5,0.0,0.2
