,A,B,C,D,E,F,G
v1374,0.0,0.0,0.4,0.1,0.1,0.3,0.2
v1375,0.0,0.1,0.6,0.0,0.0,0.4,0.8
v1376,0.4,0.4,0.4,0.0,0.0,0.0,0.0
v1377,0.1,0.3,0.6,0.8,0.8,0.5,0.7
v1378,0.0,0.5,0.8,1.0,0.9,0.7,0.7
v1379,0.0,0.3,0.5,0.5,1.0,0.5,0.5
v1380,0.0,0.5,0.9,0.7,0.2,0.0,0.6
v1381,0.0,0.2,0.5,0.4,0.9,0.7,0.5
v1382,0.0,0.0,0.2,0.0,0.0,0.0,0.0
v1383,0.0,0.0,0.8,0.6,0.5,0.0,0.5
v1384,0.0,0.5,0.7,0.8,0.0,0.0,0.0
v1385,0.0,0.8,0.3,0.4,0.1,0.1,0.2
v1386,0.0,0.8,0.5,0.7,0.7,0.0,0.0
v1387,0.0,0.5,0.9,0.7,0.7,,1.0
v1388,0.3,0.1,0.6,0.7,0.6,0.0,0.0
v1389,0.0,0.4,0.7,0.8,1.0,0.7,0.6
v1390,0.5,0.5,0.0,0.0,0.0,0.0,0.5
v1391,0.5,0.9,0.1,0.1,0.1,0.2,0.0
v1392,0.4,0.4,0.2,0.4,0.1,0.0,0.4
v1393,1.0,0.0,0.0,0.0,0.0,0.4,0.0
v1394,1.0,0.2,0.2,0.4,0.0,0.2,0.2
v1395,0.8,0.7,0.7,0.6,0.2,0.5,0.0
v1396,0.0,0.0,0.6,0.1,1.0,0.2,0.5
v1397,0.0,0.0,0.3,0.3,0.3,0.3,0.0
v1398,0.0,0.7,0.3,0.7,0.0,0.1,0.0
v1399,0.5,0.1,0.6,0.5,0.0,0.5,0.5
v1400,0.0,0.3,0.4,0.4,0.4,0.4,0.2
v1401,0.0,0.7,0.6,1.0,1.0,0.4,0.4
v1402,0.0,0.3,0.7,0.7,0.3,0.7,0.0
v1403,0.0,0.6,0.2,0.3,0.6,0.0,0.0
v1404,0.0,0.1,0.3,0.5,0.8,0.4,0.6
v1405,0.8,0.3,0.3,0.7,0.1,0.6,0.5
v1406,0.0,0.5,0.8,0.5,0.6,0.4,0.6
v1407,0.0,0.4,0.5,0.6,0.7,0.5,0.2
v1408,0.2,0.5,0.0,1.0,0.1,0.0,0.0
v1409,0.0,0.1,0.5,0.3,0.7,0.6,1.0
v1410,0.0,0.9,0.2,0.9,0.6,0.0,0.2
v1411,0.0,0.2,0.5,0.6,0.8,0.7,0.7
v1412,0.0,0.8,0.6,1.0,0.4,0.5,0.8
v1413,0.5,1.0,0.0,0.0,0.0,0.3,0.3
v1414,0.9,0.1,0.4,0.1,0.8,0.6,0.1
v1415,0.0,,,,1.0,,
v1416,0.4,0.6,0.5,0.8,0.7,,
v1417,0.0,0.7,0.5,0.5,1.0,0.5,0.5
v1418,0.0,0.3,0.2,0.8,0.8,0.1,0.8
v1419,0.0,0.2,0.4,0.4,0.7,0.5,0.0
v1420,0.9,0.0,0.0,0.0,0.0,0.1,0.0
v1421,0.1,0.6,0.1,0.6,0.4,,
v1422,0.0,0.3,1.0,0.4,1.0,0.7,0.2
v1423,0.1,0.1,0.0,0.1,0.0,0.0,0.5
v1424,0.0,0.0,0.6,0.3,1.0,0.6,0.6
v1425,0.0,0.3,0.6,1.0,0.7,0.0,0.7
v1426,0.8,0.9,0.3,0.6,0.4,0.0,0.3
v1427,0.5,0.8,0.5,0.7,0.5,0.4,0.2
v1428,0.0,0.5,0.2,0.3,0.0,0.0,0.3
v1429,0.5,0.5,0.0,0.5,0.4,0.0,0.0
v1430,0.0,0.5,0.7,0.8,0.8,0.5,0.1
v1431,0.0,0.8,0.8,0.8,0.9,0.9,0.7
v1432,0.0,0.2,0.8,0.6,0.8,0.7,0.6
v1433,1.0,0.5,0.5,0.3,0.2,,
v1434,0.0,0.0,0.9,0.5,0.9,0.8,0.0
v1435,0.0,0.5,0.8,0.8,0.9,0.6,0.0
v1436,0.0,0.0,0.5,0.3,0.4,0.6,0.0
v1437,1.0,0.0,0.0,0.0,0.0,0.1,0.0
v1438,0.0,0.4,0.1,0.7,0.1,0.0,0.7
v1439,0.3,0.6,0.6,0.3,0.3,0.2,0.8
v1440,0.7,0.0,0.0,0.0,0.0,0.0,0.0
v1441,0.0,0.5,0.7,0.5,0.7,0.7,0.5
v1442,1.0,0.8,0.0,0.0,0.0,0.5,0.0
v1443,0.0,0.8,1.0,0.8,1.0,0.1,0.3
v1444,0.0,0.3,0.6,0.4,0.9,0.0,0.0
v1445,0.5,1.0,0.1,0.7,0.5,0.0,0.1
v1446,0.0,0.5,1.0,0.8,0.4,0.5,0.0
v1447,0.0,0.0,0.7,0.9,0.6,0.0,0.0
v1448,0.0,0.1,0.6,0.5,0.9,0.7,0.8
v1449,0.0,1.0,0.3,0.3,1.0,0.0,0.0
v1450,0.0,1.0,0.6,0.9,0.8,0.3,0.3
v1451,0.0,0.6,0.9,0.8,0.9,0.5,0.5
v1452,0.0,0.0,0.7,0.5,0.8,0.6,0.2
v1453,0.5,0.7,0.0,0.2,0.1,0.0,0.1
v1454,0.0,0.1,0.8,1.0,1.0,0.3,0.2
v1455,0.0,0.7,0.4,0.4,0.2,0.0,0.7
v1456,0.0,0.6,0.7,0.8,0.9,,0.5
v1457,0.5,0.7,0.4,0.3,0.3,,
v1458,0.0,0.0,0.8,0.2,0.9,1.0,0.6
v1459,0.0,0.0,0.6,0.8,0.8,0.7,0.7
v1460,0.0,0.0,0.6,0.3,0.6,0.5,0.5
v1461,0.0,0.3,0.7,0.4,0.8,0.8,0.6
v1462,0.6,0.3,0.6,0.3,0.0,0.1,0.0
v1463,0.0,0.1,1.0,0.4,1.0,0.5,0.1
v1464,0.0,0.8,0.4,0.6,0.4,0.2,0.3
v1465,0.0,0.1,0.5,0.3,0.7,0.0,0.0
v1466,0.0,0.6,0.6,0.9,0.9,0.3,0.3
v1467,0.0,0.5,0.3,0.0,0.1,0.0,0.0
v1468,0.0,0.1,1.0,0.0,0.7,1.0,0.3
v1469,0.4,0.6,0.3,0.7,0.7,0.3,0.4
v1470,0.0,0.5,0.6,1.0,0.9,0.0,0.0
v1471,0.1,0.1,0.1,0.1,0.1,0.1,0.1
v1472,0.9,0.3,0.3,0.1,0.0,0.0,0.1
v1473,0.0,0.5,0.7,0.0,0.0,0.0,0.7
v1474,0.0,0.2,0.7,0.5,0.7,0.7,0.6
v1475,0.0,0.0,1.0,0.5,0.7,0.7,0.0
v1476,0.6,0.4,0.1,0.3,0.0,0.8,0.0
v1477,0.1,0.7,0.1,0.7,0.1,0.0,0.3
v1478,0.2,0.6,0.2,0.5,0.0,0.0,0.4
v1479,0.4,0.6,1.0,0.6,0.4,0.0,
v1480,0.6,0.7,0.4,0.5,0.5,0.5,0.5
v1481,0.0,0.4,0.8,0.7,0.4,0.6,0.5
v1482,0.0,0.0,0.6,0.7,0.8,0.6,0.5
v1483,0.9,0.3,0.3,0.5,0.0,0.0,0.6
v1484,0.0,0.1,0.8,0.5,0.7,0.8,0.6
v1485,0.0,0.7,0.6,0.8,0.0,0.3,
v1486,0.8,0.7,0.7,0.7,0.4,0.1,0.1
v1487,0.0,0.9,0.9,0.7,0.9,0.5,0.0
v1488,0.0,0.2,0.7,0.5,1.0,0.5,0.5
v1489,0.8,0.5,0.0,1.0,0.0,0.0,0.0
v1490,0.0,0.0,0.4,0.5,0.8,0.5,0.3
v1491,0.0,0.8,0.4,0.8,0.6,0.0,0.0
v1492,,,,,1.0,,
v1493,0.0,0.5,0.6,1.0,0.7,0.5,0.2
v1494,,,,,1.0,,
v1495,0.0,0.2,0.9,0.2,0.9,0.9,0.7
v1496,0.0,0.2,0.7,0.4,0.9,0.5,0.7
v1497,0.0,0.0,0.6,0.8,0.3,0.0,0.1
v1498,0.3,0.6,0.6,0.6,0.6,0.3,0.6
v1499,0.0,0.4,0.6,0.5,0.3,0.6,0.5
v1500,0.0,0.0,0.6,0.0,0.9,1.0,0.2
v1501,0.6,0.0,0.0,0.0,0.0,0.7,0.7
v1502,0.0,0.0,0.8,0.8,0.3,0.7,0.7
v1503,0.0,0.4,0.5,0.5,0.9,0.0,0.0
v1504,0.0,0.0,0.7,0.3,0.8,0.9,0.3
v1505,0.0,0.4,0.3,0.6,0.5,0.0,0.0
v1506,0.0,0.0,1.0,1.0,0.4,0.4,0.3
v1507,0.0,0.3,0.8,0.6,0.9,0.0,0.5
v1508,0.1,0.1,0.7,0.6,0.6,0.6,0.8
v1509,0.0,0.5,0.2,0.8,0.4,0.1,
v1510,0.4,0.2,0.7,0.3,0.0,0.7,0.7
v1511,0.3,0.0,0.2,0.0,0.0,0.0,0.0
v1512,0.0,0.5,0.8,0.6,0.6,0.7,0.7
v1513,0.0,0.8,0.1,0.5,0.1,0.2,0.0
v1514,0.0,0.0,0.7,0.1,0.6,0.7,0.7
v1515,0.0,0.4,0.3,0.7,0.4,0.1,0.2
v1516,0.0,0.5,0.6,0.7,1.0,0.4,0.0
v1517,0.0,0.7,0.3,0.8,0.4,0.3,0.3
v1518,0.5,0.8,0.0,0.5,0.0,0.0,0.5
v1519,0.0,0.0,1.0,0.2,0.0,0.6,0.2
v1520,0.1,0.5,0.7,0.5,0.7,0.4,0.5
v1521,0.0,0.4,0.2,0.7,0.8,0.0,0.0
v1522,0.4,0.5,0.5,0.5,0.5,0.4,0.0
v1523,0.0,0.4,0.5,0.6,0.8,,
v1524,0.0,0.8,0.2,0.7,0.6,0.1,0.6
v1525,0.7,0.7,0.8,0.6,0.1,0.6,0.2
v1526,0.0,0.8,0.5,0.9,0.7,,
v1527,0.2,0.2,0.2,0.2,0.3,0.5,0.4
v1528,0.2,0.5,0.5,0.5,0.2,0.3,0.5
v1529,0.4,0.7,0.9,0.6,0.0,0.0,0.4
v1530,0.0,0.3,0.9,0.5,0.2,0.7,0.0
v1531,0.0,0.0,0.9,0.0,0.0,1.0,0.4
v1532,0.0,0.2,0.7,0.5,1.0,0.8,0.5
v1533,,,,,1.0,,
v1534,,,,,1.0,,
v1535,0.0,0.5,1.0,0.5,0.5,0.0,0.0
v1536,0.8,0.5,0.3,0.7,0.3,0.5,0.0
v1537,0.0,0.7,0.5,0.3,0.5,0.1,0.0
v1538,0.0,0.0,0.3,0.6,0.0,0.6,0.3
v1539,0.1,0.2,0.6,0.6,1.0,0.5,0.2
v1540,0.0,0.5,0.9,0.7,0.8,0.3,0.2
v1541,0.0,0.0,1.0,0.0,1.0,0.0,0.0
v1542,0.0,0.0,0.7,0.3,1.0,0.5,0.2
v1543,0.0,1.0,0.4,0.4,0.0,0.0,0.4
v1544,1.0,0.1,0.3,0.6,0.0,0.0,0.2
v1545,0.0,1.0,0.0,1.0,0.0,0.0,0.0
v1546,0.0,0.3,0.9,0.7,1.0,0.4,0.3
v1547,0.1,0.0,0.6,0.5,0.9,0.6,0.0
v1548,0.0,0.3,1.0,0.5,0.5,0.5,0.1
v1549,0.0,0.7,0.3,0.6,0.6,0.4,0.1
v1550,1.0,0.0,0.0,0.0,0.0,0.0,0.0
v1551,0.0,0.2,0.2,0.2,0.7,0.2,0.1
v1552,0.5,0.5,0.1,0.0,0.0,0.5,0.0
v1553,0.0,0.3,0.8,0.8,0.9,0.6,0.7
v1554,0.7,0.5,0.0,0.0,0.0,0.2,0.8
v1555,0.0,0.0,0.4,0.4,0.8,0.0,0.0
v1556,0.0,0.0,1.0,0.6,0.0,0.7,0.0
v1557,0.8,0.2,0.3,0.1,0.1,0.6,0.5
v1558,0.0,0.8,0.2,0.5,0.2,0.0,0.1
v1559,0.0,0.7,0.1,0.5,0.4,0.0,0.0
v1560,1.0,0.4,0.1,0.4,0.1,0.0,0.1
v1561,0.0,0.0,0.5,0.1,0.3,0.7,0.3
v1562,0.0,0.6,0.2,0.3,0.0,0.4,0.0
v1563,0.0,0.6,0.4,0.9,0.8,,
v1564,0.7,0.5,0.0,0.0,0.0,0.0,0.0
v1565,0.4,0.5,0.5,0.5,0.0,0.1,0.4
v1566,0.0,0.2,0.8,0.5,0.6,0.4,0.3
v1567,0.0,0.4,0.8,0.7,1.0,1.0,0.9
v1568,1.0,0.0,0.0,0.3,0.0,0.0,0.0
